"YEAR","GEOID","vac","occ","NAME"
1980,25025091001,74,1045,"Census Tract 910.01"
1980,25025091100,134,1680,"Census Tract 911"
1980,25025091200,113,1188,"Census Tract 912"
1980,25025091300,82,687,"Census Tract 913"
1980,25025091400,64,675,"Census Tract 914"
1980,25025091500,129,1508,"Census Tract 915"
1980,25025091600,108,969,"Census Tract 916"
1980,25025091700,115,920,"Census Tract 917"
1980,25025091800,155,982,"Census Tract 918"
1980,25025091900,152,1097,"Census Tract 919"
1980,25025092000,152,1475,"Census Tract 920"
1980,25025092101,226,1997,"Census Tract 921.01"
1980,25025092200,103,1092,"Census Tract 922"
1980,25025092300,162,855,"Census Tract 923"
1980,25025092400,319,1907,"Census Tract 924"
1980,25025100100,412,1375,"Census Tract 1001"
1980,25025100200,147,730,"Census Tract 1002"
1980,25025100300,107,1071,"Census Tract 1003"
1980,25025100400,82,1723,"Census Tract 1004"
1980,25025100500,233,1825,"Census Tract 1005"
1980,25025100601,169,1897,"Census Tract 1006.01"
1980,25025100603,50,700,"Census Tract 1006.03"
1980,25025100700,39,1889,"Census Tract 1007"
1980,25025100800,83,2148,"Census Tract 1008"
1980,25025100900,52,1415,"Census Tract 1009"
1980,25025101001,105,2000,"Census Tract 1010.01"
1980,25025101002,98,1891,"Census Tract 1010.02"
1980,25025101101,107,953,"Census Tract 1011.01"
1980,25025101102,282,1329,"Census Tract 1011.02"
1980,25025110104,101,656,"Census Tract 1101.04"
1980,25025110105,119,742,"Census Tract 1101.05"
1980,25025110106,69,432,"Census Tract 1101.06"
1980,25025110201,28,725,"Census Tract 1102.01"
1980,25025110301,22,850,"Census Tract 1103.01"
1980,25025110401,62,1113,"Census Tract 1104.01"
1980,25025110403,37,1518,"Census Tract 1104.03"
1980,25025110501,26,1318,"Census Tract 1105.01"
1980,25025110502,60,1451,"Census Tract 1105.02"
1980,25025110601,10,895,"Census Tract 1106.01"
1980,25025110607,61,2003,"Census Tract 1106.07"
1980,25025120103,31,590,"Census Tract 1201.03"
1980,25025120104,47,883,"Census Tract 1201.04"
1980,25025120105,50,952,"Census Tract 1201.05"
1980,25025120201,110,1380,"Census Tract 1202.01"
1980,25025120301,156,1564,"Census Tract 1203.01"
1980,25025120400,130,2339,"Census Tract 1204"
1980,25025120500,126,700,"Census Tract 1205"
1980,25025120600,77,976,"Census Tract 1206"
1980,25025120700,37,905,"Census Tract 1207"
1980,25025130101,84,2579,"Census Tract 1301.01"
1980,25025130200,29,1801,"Census Tract 1302"
1980,25025130300,21,1725,"Census Tract 1303"
1980,25025130402,31,2069,"Census Tract 1304.02"
1980,25025130404,19,1104,"Census Tract 1304.04"
1980,25025130406,32,1881,"Census Tract 1304.06"
1980,25025140102,41,1388,"Census Tract 1401.02"
1980,25025140105,73,1215,"Census Tract 1401.05"
1980,25025140106,47,785,"Census Tract 1401.06"
1980,25025140107,54,895,"Census Tract 1401.07"
1980,25025140201,21,779,"Census Tract 1402.01"
1980,25025140202,57,2056,"Census Tract 1402.02"
1980,25025140300,97,1890,"Census Tract 1403"
1980,25025140400,96,2554,"Census Tract 1404"
1980,25025980101,,,"Census Tract 9801.01"
1980,25025980300,,,"Census Tract 9803"
1980,25025980700,,,"Census Tract 9807"
1980,25025980900,,,"Census Tract 9809"
1980,25025981000,,,"Census Tract 9810"
1980,25025981100,,,"Census Tract 9811"
1980,25025981201,,,"Census Tract 9812.01"
1980,25025981202,,,"Census Tract 9812.02"
1980,25025981300,,,"Census Tract 9813"
1980,25025981501,,,"Census Tract 9815.01"
1980,25025981502,,,"Census Tract 9815.02"
1980,25025981600,,,"Census Tract 9816"
1980,25025981700,,,"Census Tract 9817"
1980,25025981800,,,"Census Tract 9818"
1980,25025981900,,,"Census Tract 9819"
1990,25025000101,31,703,"Census Tract 1.01"
1990,25025000102,36,824,"Census Tract 1.02"
1990,25025000201,63,1487,"Census Tract 2.01"
1990,25025000202,32,1461,"Census Tract 2.02"
1990,25025000301,46,1220,"Census Tract 3.01"
1990,25025000302,46,1209,"Census Tract 3.02"
1990,25025000401,103,2861,"Census Tract 4.01"
1990,25025000402,63,1245,"Census Tract 4.02"
1990,25025000502,90,2277,"Census Tract 5.02"
1990,25025000503,58,1228,"Census Tract 5.03"
1990,25025000505,51,1078,"Census Tract 5.05"
1990,25025000506,68,1438,"Census Tract 5.06"
1990,25025000601,77,1330,"Census Tract 6.01"
1990,25025000603,37,729,"Census Tract 6.03"
1990,25025000604,60,1190,"Census Tract 6.04"
1990,25025000701,152,2170,"Census Tract 7.01"
1990,25025000703,76,1152,"Census Tract 7.03"
1990,25025000704,155,2329,"Census Tract 7.04"
1990,25025000804,74,1274,"Census Tract 8.04"
1990,25025000805,88,1531,"Census Tract 8.05"
1990,25025000806,14,360,"Census Tract 8.06"
1990,25025000807,13,329,"Census Tract 8.07"
1990,25025010103,28,387,"Census Tract 101.03"
1990,25025010104,279,1744,"Census Tract 101.04"
1990,25025010204,223,1629,"Census Tract 102.04"
1990,25025010205,173,1266,"Census Tract 102.05"
1990,25025010206,128,937,"Census Tract 102.06"
1990,25025010300,118,453,"Census Tract 103"
1990,25025010403,140,1597,"Census Tract 104.03"
1990,25025010404,184,2093,"Census Tract 104.04"
1990,25025010405,62,999,"Census Tract 104.05"
1990,25025010408,100,729,"Census Tract 104.08"
1990,25025010500,152,1544,"Census Tract 105"
1990,25025010600,188,1464,"Census Tract 106"
1990,25025010701,200,1553,"Census Tract 107.01"
1990,25025010702,192,1491,"Census Tract 107.02"
1990,25025010801,244,1773,"Census Tract 108.01"
1990,25025010802,254,1846,"Census Tract 108.02"
1990,25025020101,331,2708,"Census Tract 201.01"
1990,25025020200,275,2093,"Census Tract 202"
1990,25025020301,130,1167,"Census Tract 203.01"
1990,25025020302,81,733,"Census Tract 203.02"
1990,25025020304,8,67,"Census Tract 203.04"
1990,25025020305,99,898,"Census Tract 203.05"
1990,25025030100,94,1171,"Census Tract 301"
1990,25025030200,72,929,"Census Tract 302"
1990,25025030301,168,711,"Census Tract 303.01"
1990,25025030302,167,720,"Census Tract 303.02"
1990,25025030400,313,2163,"Census Tract 304"
1990,25025030500,154,1206,"Census Tract 305"
1990,25025040100,110,1029,"Census Tract 401"
1990,25025040200,52,614,"Census Tract 402"
1990,25025040300,191,1760,"Census Tract 403"
1990,25025040401,71,949,"Census Tract 404.01"
1990,25025040600,67,975,"Census Tract 406"
1990,25025040801,420,1514,"Census Tract 408.01"
1990,25025050101,141,1648,"Census Tract 501.01"
1990,25025050200,153,1534,"Census Tract 502"
1990,25025050300,47,740,"Census Tract 503"
1990,25025050400,88,978,"Census Tract 504"
1990,25025050500,84,624,"Census Tract 505"
1990,25025050600,61,674,"Census Tract 506"
1990,25025050700,140,1312,"Census Tract 507"
1990,25025050901,140,1204,"Census Tract 509.01"
1990,25025051000,125,1607,"Census Tract 510"
1990,25025051101,271,2059,"Census Tract 511.01"
1990,25025051200,143,1037,"Census Tract 512"
1990,25025060101,106,1429,"Census Tract 601.01"
1990,25025060200,65,925,"Census Tract 602"
1990,25025060301,115,1458,"Census Tract 603.01"
1990,25025060400,200,2205,"Census Tract 604"
1990,25025060501,166,1451,"Census Tract 605.01"
1990,25025060601,127,375,"Census Tract 606.01"
1990,25025060602,9,26,"Census Tract 606.02"
1990,25025060603,6,16,"Census Tract 606.03"
1990,25025060604,18,54,"Census Tract 606.04"
1990,25025060700,225,544,"Census Tract 607"
1990,25025060800,258,1437,"Census Tract 608"
1990,25025061000,154,1214,"Census Tract 610"
1990,25025061101,65,1020,"Census Tract 611.01"
1990,25025061201,89,666,"Census Tract 612.01"
1990,25025061202,,,"Census Tract 612.02"
1990,25025061203,83,208,"Census Tract 612.03"
1990,25025061204,16,40,"Census Tract 612.04"
1990,25025070102,66,486,"Census Tract 701.02"
1990,25025070103,5,34,"Census Tract 701.03"
1990,25025070104,25,184,"Census Tract 701.04"
1990,25025070201,44,418,"Census Tract 702.01"
1990,25025070202,141,1186,"Census Tract 702.02"
1990,25025070301,184,1077,"Census Tract 703.01"
1990,25025070302,113,664,"Census Tract 703.02"
1990,25025070402,47,557,"Census Tract 704.02"
1990,25025070501,89,908,"Census Tract 705.01"
1990,25025070502,162,1639,"Census Tract 705.02"
1990,25025070600,123,1280,"Census Tract 706"
1990,25025070700,107,1074,"Census Tract 707"
1990,25025070801,73,479,"Census Tract 708.01"
1990,25025070802,202,1338,"Census Tract 708.02"
1990,25025070901,68,516,"Census Tract 709.01"
1990,25025070902,114,870,"Census Tract 709.02"
1990,25025071101,211,1300,"Census Tract 711.01"
1990,25025071201,234,529,"Census Tract 712.01"
1990,25025080100,76,582,"Census Tract 801"
1990,25025080300,147,738,"Census Tract 803"
1990,25025080401,111,1072,"Census Tract 804.01"
1990,25025080500,95,1295,"Census Tract 805"
1990,25025080601,104,695,"Census Tract 806.01"
1990,25025080801,138,1097,"Census Tract 808.01"
1990,25025080900,97,1474,"Census Tract 809"
1990,25025081001,149,2151,"Census Tract 810.01"
1990,25025081101,53,429,"Census Tract 811.01"
1990,25025081102,121,878,"Census Tract 811.02"
1990,25025081200,436,945,"Census Tract 812"
1990,25025081301,78,696,"Census Tract 813.01"
1990,25025081302,110,974,"Census Tract 813.02"
1990,25025081400,167,962,"Census Tract 814"
1990,25025081500,80,766,"Census Tract 815"
1990,25025081700,152,1398,"Census Tract 817"
1990,25025081800,150,1164,"Census Tract 818"
1990,25025081900,181,1187,"Census Tract 819"
1990,25025082000,119,1163,"Census Tract 820"
1990,25025082100,345,1828,"Census Tract 821"
1990,25025090100,263,1450,"Census Tract 901"
1990,25025090200,140,664,"Census Tract 902"
1990,25025090300,161,955,"Census Tract 903"
1990,25025090400,135,859,"Census Tract 904"
1990,25025090600,63,552,"Census Tract 906"
1990,25025090700,139,1752,"Census Tract 907"
1990,25025090901,497,848,"Census Tract 909.01"
1990,25025091001,103,1179,"Census Tract 910.01"
1990,25025091100,138,1688,"Census Tract 911"
1990,25025091200,106,1166,"Census Tract 912"
1990,25025091300,44,700,"Census Tract 913"
1990,25025091400,60,616,"Census Tract 914"
1990,25025091500,171,1371,"Census Tract 915"
1990,25025091600,106,1049,"Census Tract 916"
1990,25025091700,87,913,"Census Tract 917"
1990,25025091800,121,977,"Census Tract 918"
1990,25025091900,117,1155,"Census Tract 919"
1990,25025092000,153,1425,"Census Tract 920"
1990,25025092101,213,2096,"Census Tract 921.01"
1990,25025092200,97,1108,"Census Tract 922"
1990,25025092300,101,961,"Census Tract 923"
1990,25025092400,223,1865,"Census Tract 924"
1990,25025100100,134,1465,"Census Tract 1001"
1990,25025100200,79,792,"Census Tract 1002"
1990,25025100300,103,1050,"Census Tract 1003"
1990,25025100400,107,1677,"Census Tract 1004"
1990,25025100500,220,2004,"Census Tract 1005"
1990,25025100601,156,1974,"Census Tract 1006.01"
1990,25025100603,73,698,"Census Tract 1006.03"
1990,25025100700,78,1879,"Census Tract 1007"
1990,25025100800,126,2268,"Census Tract 1008"
1990,25025100900,129,1428,"Census Tract 1009"
1990,25025101001,121,2041,"Census Tract 1010.01"
1990,25025101002,107,1811,"Census Tract 1010.02"
1990,25025101101,91,988,"Census Tract 1011.01"
1990,25025101102,162,1473,"Census Tract 1011.02"
1990,25025110104,57,702,"Census Tract 1101.04"
1990,25025110105,66,796,"Census Tract 1101.05"
1990,25025110106,38,463,"Census Tract 1101.06"
1990,25025110201,38,733,"Census Tract 1102.01"
1990,25025110301,66,852,"Census Tract 1103.01"
1990,25025110401,76,1234,"Census Tract 1104.01"
1990,25025110403,103,1588,"Census Tract 1104.03"
1990,25025110501,82,1266,"Census Tract 1105.01"
1990,25025110502,96,1520,"Census Tract 1105.02"
1990,25025110601,42,921,"Census Tract 1106.01"
1990,25025110607,116,1942,"Census Tract 1106.07"
1990,25025120103,25,640,"Census Tract 1201.03"
1990,25025120104,38,957,"Census Tract 1201.04"
1990,25025120105,41,1032,"Census Tract 1201.05"
1990,25025120201,111,1635,"Census Tract 1202.01"
1990,25025120301,165,1580,"Census Tract 1203.01"
1990,25025120400,115,2490,"Census Tract 1204"
1990,25025120500,56,707,"Census Tract 1205"
1990,25025120600,71,1000,"Census Tract 1206"
1990,25025120700,99,917,"Census Tract 1207"
1990,25025130101,175,2542,"Census Tract 1301.01"
1990,25025130200,66,1854,"Census Tract 1302"
1990,25025130300,54,1729,"Census Tract 1303"
1990,25025130402,112,2122,"Census Tract 1304.02"
1990,25025130404,36,1197,"Census Tract 1304.04"
1990,25025130406,61,2040,"Census Tract 1304.06"
1990,25025140102,66,1482,"Census Tract 1401.02"
1990,25025140105,42,1304,"Census Tract 1401.05"
1990,25025140106,27,842,"Census Tract 1401.06"
1990,25025140107,31,961,"Census Tract 1401.07"
1990,25025140201,32,791,"Census Tract 1402.01"
1990,25025140202,83,2085,"Census Tract 1402.02"
1990,25025140300,103,2147,"Census Tract 1403"
1990,25025140400,173,2637,"Census Tract 1404"
1990,25025980101,,,"Census Tract 9801.01"
1990,25025980300,,,"Census Tract 9803"
1990,25025980700,,,"Census Tract 9807"
1990,25025980900,,,"Census Tract 9809"
1990,25025981000,,,"Census Tract 9810"
1990,25025981100,,,"Census Tract 9811"
1990,25025981201,,,"Census Tract 9812.01"
1990,25025981202,,,"Census Tract 9812.02"
1990,25025981300,,,"Census Tract 9813"
1990,25025981501,,,"Census Tract 9815.01"
1990,25025981502,,,"Census Tract 9815.02"
1990,25025981600,,,"Census Tract 9816"
1990,25025981700,,,"Census Tract 9817"
1990,25025981800,,,"Census Tract 9818"
1990,25025981900,,,"Census Tract 9819"
2000,25025000101,23,703,"Census Tract 1.01"
2000,25025000102,28,860,"Census Tract 1.02"
2000,25025000201,31,1543,"Census Tract 2.01"
2000,25025000202,22,1494,"Census Tract 2.02"
2000,25025000301,35,1159,"Census Tract 3.01"
2000,25025000302,21,1328,"Census Tract 3.02"
2000,25025000401,25,2912,"Census Tract 4.01"
2000,25025000402,25,1398,"Census Tract 4.02"
2000,25025000502,23,1969,"Census Tract 5.02"
2000,25025000503,25,1392,"Census Tract 5.03"
2000,25025000505,20,1095,"Census Tract 5.05"
2000,25025000506,27,1487,"Census Tract 5.06"
2000,25025000601,31,1387,"Census Tract 6.01"
2000,25025000603,12,970,"Census Tract 6.03"
2000,25025000604,15,1169,"Census Tract 6.04"
2000,25025000701,27,2348,"Census Tract 7.01"
2000,25025000703,9,1217,"Census Tract 7.03"
2000,25025000704,17,2434,"Census Tract 7.04"
2000,25025000804,20,1333,"Census Tract 8.04"
2000,25025000805,26,1661,"Census Tract 8.05"
2000,25025000806,11,324,"Census Tract 8.06"
2000,25025000807,10,322,"Census Tract 8.07"
2000,25025010103,27,402,"Census Tract 101.03"
2000,25025010104,213,1938,"Census Tract 101.04"
2000,25025010204,18,1218,"Census Tract 102.04"
2000,25025010205,29,1610,"Census Tract 102.05"
2000,25025010206,19,1051,"Census Tract 102.06"
2000,25025010300,8,658,"Census Tract 103"
2000,25025010403,27,1170,"Census Tract 104.03"
2000,25025010404,60,2566,"Census Tract 104.04"
2000,25025010405,34,1017,"Census Tract 104.05"
2000,25025010408,16,885,"Census Tract 104.08"
2000,25025010500,42,1614,"Census Tract 105"
2000,25025010600,144,1672,"Census Tract 106"
2000,25025010701,127,1448,"Census Tract 107.01"
2000,25025010702,146,1656,"Census Tract 107.02"
2000,25025010801,141,1846,"Census Tract 108.01"
2000,25025010802,139,1817,"Census Tract 108.02"
2000,25025020101,252,2666,"Census Tract 201.01"
2000,25025020200,125,2300,"Census Tract 202"
2000,25025020301,74,997,"Census Tract 203.01"
2000,25025020302,50,654,"Census Tract 203.02"
2000,25025020304,5,72,"Census Tract 203.04"
2000,25025020305,105,1388,"Census Tract 203.05"
2000,25025030100,67,1232,"Census Tract 301"
2000,25025030200,47,1000,"Census Tract 302"
2000,25025030301,73,668,"Census Tract 303.01"
2000,25025030302,87,793,"Census Tract 303.02"
2000,25025030400,208,2266,"Census Tract 304"
2000,25025030500,138,1349,"Census Tract 305"
2000,25025040100,33,1053,"Census Tract 401"
2000,25025040200,30,683,"Census Tract 402"
2000,25025040300,115,1862,"Census Tract 403"
2000,25025040401,91,1000,"Census Tract 404.01"
2000,25025040600,53,1038,"Census Tract 406"
2000,25025040801,83,1714,"Census Tract 408.01"
2000,25025050101,63,1716,"Census Tract 501.01"
2000,25025050200,76,1617,"Census Tract 502"
2000,25025050300,51,823,"Census Tract 503"
2000,25025050400,55,952,"Census Tract 504"
2000,25025050500,25,666,"Census Tract 505"
2000,25025050600,44,732,"Census Tract 506"
2000,25025050700,81,1433,"Census Tract 507"
2000,25025050901,74,1326,"Census Tract 509.01"
2000,25025051000,44,1682,"Census Tract 510"
2000,25025051101,126,2176,"Census Tract 511.01"
2000,25025051200,113,1203,"Census Tract 512"
2000,25025060101,95,1514,"Census Tract 601.01"
2000,25025060200,45,942,"Census Tract 602"
2000,25025060301,111,1505,"Census Tract 603.01"
2000,25025060400,116,2332,"Census Tract 604"
2000,25025060501,134,1594,"Census Tract 605.01"
2000,25025060601,43,528,"Census Tract 606.01"
2000,25025060602,3,33,"Census Tract 606.02"
2000,25025060604,12,146,"Census Tract 606.04"
2000,25025060700,5,477,"Census Tract 607"
2000,25025060800,162,1725,"Census Tract 608"
2000,25025061000,48,1327,"Census Tract 610"
2000,25025061101,104,940,"Census Tract 611.01"
2000,25025061201,87,737,"Census Tract 612.01"
2000,25025061202,,,"Census Tract 612.02"
2000,25025061203,23,192,"Census Tract 612.03"
2000,25025061204,5,38,"Census Tract 612.04"
2000,25025070102,72,733,"Census Tract 701.02"
2000,25025070104,35,349,"Census Tract 701.04"
2000,25025070201,18,679,"Census Tract 702.01"
2000,25025070202,58,1126,"Census Tract 702.02"
2000,25025070301,103,1265,"Census Tract 703.01"
2000,25025070302,73,897,"Census Tract 703.02"
2000,25025070402,1,640,"Census Tract 704.02"
2000,25025070501,67,993,"Census Tract 705.01"
2000,25025070502,119,1759,"Census Tract 705.02"
2000,25025070600,62,1267,"Census Tract 706"
2000,25025070700,54,1191,"Census Tract 707"
2000,25025070801,19,575,"Census Tract 708.01"
2000,25025070802,48,1473,"Census Tract 708.02"
2000,25025070901,34,499,"Census Tract 709.01"
2000,25025070902,72,1050,"Census Tract 709.02"
2000,25025071101,66,1697,"Census Tract 711.01"
2000,25025071201,119,471,"Census Tract 712.01"
2000,25025080100,71,609,"Census Tract 801"
2000,25025080300,145,609,"Census Tract 803"
2000,25025080401,185,858,"Census Tract 804.01"
2000,25025080500,62,1043,"Census Tract 805"
2000,25025080601,34,936,"Census Tract 806.01"
2000,25025080801,11,720,"Census Tract 808.01"
2000,25025080900,80,1495,"Census Tract 809"
2000,25025081001,55,2251,"Census Tract 810.01"
2000,25025081101,13,438,"Census Tract 811.01"
2000,25025081102,28,989,"Census Tract 811.02"
2000,25025081200,224,927,"Census Tract 812"
2000,25025081301,53,715,"Census Tract 813.01"
2000,25025081302,65,881,"Census Tract 813.02"
2000,25025081400,106,993,"Census Tract 814"
2000,25025081500,32,587,"Census Tract 815"
2000,25025081700,95,1430,"Census Tract 817"
2000,25025081800,157,1103,"Census Tract 818"
2000,25025081900,146,1208,"Census Tract 819"
2000,25025082000,95,1103,"Census Tract 820"
2000,25025082100,230,1712,"Census Tract 821"
2000,25025090100,163,1607,"Census Tract 901"
2000,25025090200,94,676,"Census Tract 902"
2000,25025090300,87,1058,"Census Tract 903"
2000,25025090400,100,1012,"Census Tract 904"
2000,25025090600,65,634,"Census Tract 906"
2000,25025090700,105,1804,"Census Tract 907"
2000,25025090901,47,1279,"Census Tract 909.01"
2000,25025091001,72,1201,"Census Tract 910.01"
2000,25025091100,106,1757,"Census Tract 911"
2000,25025091200,61,1166,"Census Tract 912"
2000,25025091300,45,691,"Census Tract 913"
2000,25025091400,35,747,"Census Tract 914"
2000,25025091500,94,1528,"Census Tract 915"
2000,25025091600,45,1085,"Census Tract 916"
2000,25025091700,66,957,"Census Tract 917"
2000,25025091800,60,990,"Census Tract 918"
2000,25025091900,54,1119,"Census Tract 919"
2000,25025092000,120,1536,"Census Tract 920"
2000,25025092101,131,2278,"Census Tract 921.01"
2000,25025092200,68,1178,"Census Tract 922"
2000,25025092300,62,942,"Census Tract 923"
2000,25025092400,147,2139,"Census Tract 924"
2000,25025100100,92,1816,"Census Tract 1001"
2000,25025100200,68,848,"Census Tract 1002"
2000,25025100300,63,1171,"Census Tract 1003"
2000,25025100400,67,1753,"Census Tract 1004"
2000,25025100500,98,2198,"Census Tract 1005"
2000,25025100601,97,2065,"Census Tract 1006.01"
2000,25025100603,52,713,"Census Tract 1006.03"
2000,25025100700,56,1905,"Census Tract 1007"
2000,25025100800,113,2382,"Census Tract 1008"
2000,25025100900,37,1548,"Census Tract 1009"
2000,25025101001,60,2183,"Census Tract 1010.01"
2000,25025101002,55,1896,"Census Tract 1010.02"
2000,25025101101,71,1086,"Census Tract 1011.01"
2000,25025101102,103,1561,"Census Tract 1011.02"
2000,25025110104,22,765,"Census Tract 1101.04"
2000,25025110105,24,814,"Census Tract 1101.05"
2000,25025110106,13,443,"Census Tract 1101.06"
2000,25025110201,27,748,"Census Tract 1102.01"
2000,25025110301,29,934,"Census Tract 1103.01"
2000,25025110401,40,1267,"Census Tract 1104.01"
2000,25025110403,50,1661,"Census Tract 1104.03"
2000,25025110501,39,1308,"Census Tract 1105.01"
2000,25025110502,50,1590,"Census Tract 1105.02"
2000,25025110601,38,1047,"Census Tract 1106.01"
2000,25025110607,79,2084,"Census Tract 1106.07"
2000,25025120103,18,595,"Census Tract 1201.03"
2000,25025120104,28,1104,"Census Tract 1201.04"
2000,25025120105,27,896,"Census Tract 1201.05"
2000,25025120201,78,1614,"Census Tract 1202.01"
2000,25025120301,81,1638,"Census Tract 1203.01"
2000,25025120400,71,2611,"Census Tract 1204"
2000,25025120500,58,772,"Census Tract 1205"
2000,25025120600,39,1039,"Census Tract 1206"
2000,25025120700,68,978,"Census Tract 1207"
2000,25025130101,50,2045,"Census Tract 1301.01"
2000,25025130200,34,1867,"Census Tract 1302"
2000,25025130300,56,1726,"Census Tract 1303"
2000,25025130402,68,2099,"Census Tract 1304.02"
2000,25025130404,24,1152,"Census Tract 1304.04"
2000,25025130406,44,2147,"Census Tract 1304.06"
2000,25025140102,52,1553,"Census Tract 1401.02"
2000,25025140105,33,1231,"Census Tract 1401.05"
2000,25025140106,30,960,"Census Tract 1401.06"
2000,25025140107,31,1009,"Census Tract 1401.07"
2000,25025140201,44,875,"Census Tract 1402.01"
2000,25025140202,63,1992,"Census Tract 1402.02"
2000,25025140300,102,2226,"Census Tract 1403"
2000,25025140400,75,2734,"Census Tract 1404"
2000,25025980101,,,"Census Tract 9801.01"
2000,25025980300,,,"Census Tract 9803"
2000,25025980700,,,"Census Tract 9807"
2000,25025980900,,,"Census Tract 9809"
2000,25025981000,,,"Census Tract 9810"
2000,25025981100,,,"Census Tract 9811"
2000,25025981201,,,"Census Tract 9812.01"
2000,25025981202,,,"Census Tract 9812.02"
2000,25025981300,,,"Census Tract 9813"
2000,25025981501,,,"Census Tract 9815.01"
2000,25025981502,,,"Census Tract 9815.02"
2000,25025981600,,,"Census Tract 9816"
2000,25025981700,,,"Census Tract 9817"
2000,25025981800,,,"Census Tract 9818"
2000,25025981900,,,"Census Tract 9819"
2010,25025000101,39,696,"Census Tract 1.01"
2010,25025000102,52,919,"Census Tract 1.02"
2010,25025000201,77,1541,"Census Tract 2.01"
2010,25025000202,42,1480,"Census Tract 2.02"
2010,25025000301,60,1159,"Census Tract 3.01"
2010,25025000302,70,1276,"Census Tract 3.02"
2010,25025000401,88,2877,"Census Tract 4.01"
2010,25025000402,82,1461,"Census Tract 4.02"
2010,25025000502,169,1872,"Census Tract 5.02"
2010,25025000503,67,1341,"Census Tract 5.03"
2010,25025000505,39,1156,"Census Tract 5.05"
2010,25025000506,50,1481,"Census Tract 5.06"
2010,25025000601,75,1450,"Census Tract 6.01"
2010,25025000603,24,696,"Census Tract 6.03"
2010,25025000604,43,1272,"Census Tract 6.04"
2010,25025000701,65,2294,"Census Tract 7.01"
2010,25025000703,23,1395,"Census Tract 7.03"
2010,25025000704,55,2350,"Census Tract 7.04"
2010,25025000804,55,1404,"Census Tract 8.04"
2010,25025000805,63,1607,"Census Tract 8.05"
2010,25025000806,30,416,"Census Tract 8.06"
2010,25025000807,34,466,"Census Tract 8.07"
2010,25025010103,38,490,"Census Tract 101.03"
2010,25025010104,220,1916,"Census Tract 101.04"
2010,25025010204,95,1188,"Census Tract 102.04"
2010,25025010205,116,2470,"Census Tract 102.05"
2010,25025010206,48,1029,"Census Tract 102.06"
2010,25025010300,21,395,"Census Tract 103"
2010,25025010403,51,2025,"Census Tract 104.03"
2010,25025010404,52,1810,"Census Tract 104.04"
2010,25025010405,28,966,"Census Tract 104.05"
2010,25025010408,18,943,"Census Tract 104.08"
2010,25025010500,112,1655,"Census Tract 105"
2010,25025010600,471,1854,"Census Tract 106"
2010,25025010701,203,1396,"Census Tract 107.01"
2010,25025010702,241,1402,"Census Tract 107.02"
2010,25025010801,248,1651,"Census Tract 108.01"
2010,25025010802,235,1871,"Census Tract 108.02"
2010,25025020101,341,2473,"Census Tract 201.01"
2010,25025020200,176,2302,"Census Tract 202"
2010,25025020301,164,1250,"Census Tract 203.01"
2010,25025020302,46,675,"Census Tract 203.02"
2010,25025020304,27,206,"Census Tract 203.04"
2010,25025020305,188,1426,"Census Tract 203.05"
2010,25025030100,101,1276,"Census Tract 301"
2010,25025030200,59,1044,"Census Tract 302"
2010,25025030301,125,628,"Census Tract 303.01"
2010,25025030302,212,1066,"Census Tract 303.02"
2010,25025030400,300,2287,"Census Tract 304"
2010,25025030500,199,1457,"Census Tract 305"
2010,25025040100,51,1188,"Census Tract 401"
2010,25025040200,64,663,"Census Tract 402"
2010,25025040300,143,1894,"Census Tract 403"
2010,25025040401,48,1174,"Census Tract 404.01"
2010,25025040600,96,1238,"Census Tract 406"
2010,25025040801,213,1876,"Census Tract 408.01"
2010,25025050101,137,1713,"Census Tract 501.01"
2010,25025050200,139,1695,"Census Tract 502"
2010,25025050300,68,973,"Census Tract 503"
2010,25025050400,68,967,"Census Tract 504"
2010,25025050500,50,849,"Census Tract 505"
2010,25025050600,60,746,"Census Tract 506"
2010,25025050700,151,1455,"Census Tract 507"
2010,25025050901,122,1324,"Census Tract 509.01"
2010,25025051000,114,1670,"Census Tract 510"
2010,25025051101,155,2190,"Census Tract 511.01"
2010,25025051200,139,1069,"Census Tract 512"
2010,25025060101,109,1575,"Census Tract 601.01"
2010,25025060200,72,927,"Census Tract 602"
2010,25025060301,107,1540,"Census Tract 603.01"
2010,25025060400,165,2378,"Census Tract 604"
2010,25025060501,111,1831,"Census Tract 605.01"
2010,25025060601,82,704,"Census Tract 606.01"
2010,25025060602,5,39,"Census Tract 606.02"
2010,25025060603,48,408,"Census Tract 606.03"
2010,25025060604,26,219,"Census Tract 606.04"
2010,25025060700,19,617,"Census Tract 607"
2010,25025060800,140,2002,"Census Tract 608"
2010,25025061000,169,1239,"Census Tract 610"
2010,25025061101,62,982,"Census Tract 611.01"
2010,25025061201,137,832,"Census Tract 612.01"
2010,25025061202,,,"Census Tract 612.02"
2010,25025061203,104,630,"Census Tract 612.03"
2010,25025061204,48,290,"Census Tract 612.04"
2010,25025070102,244,1382,"Census Tract 701.02"
2010,25025070104,137,777,"Census Tract 701.04"
2010,25025070201,79,771,"Census Tract 702.01"
2010,25025070202,205,1478,"Census Tract 702.02"
2010,25025070301,139,1322,"Census Tract 703.01"
2010,25025070302,119,1126,"Census Tract 703.02"
2010,25025070402,14,666,"Census Tract 704.02"
2010,25025070501,62,1108,"Census Tract 705.01"
2010,25025070502,101,1795,"Census Tract 705.02"
2010,25025070600,99,1210,"Census Tract 706"
