"YEAR","GEOID","under5","fiveto17","NAME"
1980,25025060601,39,81,"Census Tract 606.01"
1980,25025060602,3,5,"Census Tract 606.02"
1980,25025060603,2,4,"Census Tract 606.03"
1980,25025060604,6,12,"Census Tract 606.04"
1980,25025060700,177,577,"Census Tract 607"
1980,25025060800,121,493,"Census Tract 608"
1980,25025061000,188,725,"Census Tract 610"
1980,25025061101,98,371,"Census Tract 611.01"
1980,25025061201,48,159,"Census Tract 612.01"
1980,25025061202,,,"Census Tract 612.02"
1980,25025061203,16,27,"Census Tract 612.03"
1980,25025061204,3,5,"Census Tract 612.04"
1980,25025070102,22,45,"Census Tract 701.02"
1980,25025070103,1,3,"Census Tract 701.03"
1980,25025070104,8,17,"Census Tract 701.04"
1980,25025070201,77,229,"Census Tract 702.01"
1980,25025070202,151,427,"Census Tract 702.02"
1980,25025070301,43,76,"Census Tract 703.01"
1980,25025070302,28,53,"Census Tract 703.02"
1980,25025070402,133,409,"Census Tract 704.02"
1980,25025070501,93,284,"Census Tract 705.01"
1980,25025070502,169,512,"Census Tract 705.02"
1980,25025070600,85,258,"Census Tract 706"
1980,25025070700,66,211,"Census Tract 707"
1980,25025070801,24,76,"Census Tract 708.01"
1980,25025070802,67,214,"Census Tract 708.02"
1980,25025070901,62,169,"Census Tract 709.01"
1980,25025070902,104,285,"Census Tract 709.02"
1980,25025071101,110,260,"Census Tract 711.01"
1980,25025071201,91,320,"Census Tract 712.01"
1980,25025080100,160,388,"Census Tract 801"
1980,25025080300,234,747,"Census Tract 803"
1980,25025080401,304,862,"Census Tract 804.01"
1980,25025080500,234,776,"Census Tract 805"
1980,25025080601,122,474,"Census Tract 806.01"
1980,25025080801,243,803,"Census Tract 808.01"
1980,25025080900,136,366,"Census Tract 809"
1980,25025081001,276,562,"Census Tract 810.01"
1980,25025081101,39,105,"Census Tract 811.01"
1980,25025081102,91,256,"Census Tract 811.02"
1980,25025081200,410,1313,"Census Tract 812"
1980,25025081301,148,448,"Census Tract 813.01"
1980,25025081302,207,626,"Census Tract 813.02"
1980,25025081400,162,432,"Census Tract 814"
1980,25025081500,174,557,"Census Tract 815"
1980,25025081700,241,892,"Census Tract 817"
1980,25025081800,167,595,"Census Tract 818"
1980,25025081900,212,703,"Census Tract 819"
1980,25025082000,222,733,"Census Tract 820"
1980,25025082100,658,1462,"Census Tract 821"
1980,25025090100,407,1268,"Census Tract 901"
1980,25025090200,253,589,"Census Tract 902"
1980,25025090300,318,918,"Census Tract 903"
1980,25025090400,238,735,"Census Tract 904"
1980,25025090600,196,490,"Census Tract 906"
1980,25025090700,220,655,"Census Tract 907"
1980,25025090901,139,624,"Census Tract 909.01"
1980,25025091001,156,408,"Census Tract 910.01"
1980,25025091100,310,935,"Census Tract 911"
1980,25025091200,245,659,"Census Tract 912"
1980,25025091300,298,675,"Census Tract 913"
1980,25025091400,246,658,"Census Tract 914"
1980,25025091500,345,1017,"Census Tract 915"
1980,25025091600,184,495,"Census Tract 916"
1980,25025091700,280,746,"Census Tract 917"
1980,25025091800,306,1053,"Census Tract 918"
1980,25025091900,262,980,"Census Tract 919"
1980,25025092000,463,1648,"Census Tract 920"
1980,25025092101,339,983,"Census Tract 921.01"
1980,25025092200,240,706,"Census Tract 922"
1980,25025092300,276,868,"Census Tract 923"
1980,25025092400,503,1623,"Census Tract 924"
1980,25025100100,398,1371,"Census Tract 1001"
1980,25025100200,276,779,"Census Tract 1002"
1980,25025100300,281,1003,"Census Tract 1003"
1980,25025100400,380,1007,"Census Tract 1004"
1980,25025100500,444,1415,"Census Tract 1005"
1980,25025100601,329,1103,"Census Tract 1006.01"
1980,25025100603,126,381,"Census Tract 1006.03"
1980,25025100700,226,786,"Census Tract 1007"
1980,25025100800,242,877,"Census Tract 1008"
1980,25025100900,221,723,"Census Tract 1009"
1980,25025101001,459,1353,"Census Tract 1010.01"
1980,25025101002,402,1402,"Census Tract 1010.02"
1980,25025101101,222,866,"Census Tract 1011.01"
1980,25025101102,368,1223,"Census Tract 1011.02"
1980,25025110104,109,328,"Census Tract 1101.04"
1980,25025110105,123,373,"Census Tract 1101.05"
1980,25025110106,72,217,"Census Tract 1101.06"
1980,25025110201,74,251,"Census Tract 1102.01"
1980,25025110301,94,361,"Census Tract 1103.01"
1980,25025110401,255,633,"Census Tract 1104.01"
1980,25025110403,228,731,"Census Tract 1104.03"
1980,25025110501,199,700,"Census Tract 1105.01"
1980,25025110502,271,612,"Census Tract 1105.02"
1980,25025110601,98,357,"Census Tract 1106.01"
1980,25025110607,313,883,"Census Tract 1106.07"
1980,25025120103,61,209,"Census Tract 1201.03"
1980,25025120104,91,313,"Census Tract 1201.04"
1980,25025120105,98,337,"Census Tract 1201.05"
1980,25025120201,260,594,"Census Tract 1202.01"
1980,25025120301,496,1189,"Census Tract 1203.01"
1980,25025120400,229,697,"Census Tract 1204"
1980,25025120500,215,537,"Census Tract 1205"
1980,25025120600,169,417,"Census Tract 1206"
1980,25025120700,126,271,"Census Tract 1207"
1980,25025130101,266,782,"Census Tract 1301.01"
1980,25025130200,255,806,"Census Tract 1302"
1980,25025130300,243,850,"Census Tract 1303"
1980,25025130402,217,814,"Census Tract 1304.02"
1980,25025130404,89,310,"Census Tract 1304.04"
1980,25025130406,151,528,"Census Tract 1304.06"
1980,25025140102,285,789,"Census Tract 1401.02"
1980,25025140105,206,634,"Census Tract 1401.05"
1980,25025140106,133,410,"Census Tract 1401.06"
1980,25025140107,152,467,"Census Tract 1401.07"
1980,25025140201,114,364,"Census Tract 1402.01"
1980,25025140202,299,958,"Census Tract 1402.02"
1980,25025140300,316,846,"Census Tract 1403"
1980,25025140400,509,1529,"Census Tract 1404"
1980,25025980101,1,8,"Census Tract 9801.01"
1980,25025980300,,,"Census Tract 9803"
1980,25025980700,,,"Census Tract 9807"
1980,25025980900,,,"Census Tract 9809"
1980,25025981000,,,"Census Tract 9810"
1980,25025981100,0,12,"Census Tract 9811"
1980,25025981201,,,"Census Tract 9812.01"
1980,25025981202,,,"Census Tract 9812.02"
1980,25025981300,,,"Census Tract 9813"
1980,25025981501,,,"Census Tract 9815.01"
1980,25025981502,,,"Census Tract 9815.02"
1980,25025981600,,,"Census Tract 9816"
1980,25025981700,,,"Census Tract 9817"
1980,25025981800,,,"Census Tract 9818"
1980,25025981900,,,"Census Tract 9819"
1980,25025990101,,,"Census Tract 9901.01"
1980,25025999999,1,26,"Census Tract 9999.99"
1990,25025000101,92,159,"Census Tract 1.01"
1990,25025000102,108,186,"Census Tract 1.02"
1990,25025000201,178,305,"Census Tract 2.01"
1990,25025000202,218,478,"Census Tract 2.02"
1990,25025000301,130,224,"Census Tract 3.01"
1990,25025000302,129,222,"Census Tract 3.02"
1990,25025000401,154,238,"Census Tract 4.01"
1990,25025000402,123,218,"Census Tract 4.02"
1990,25025000502,94,100,"Census Tract 5.02"
1990,25025000503,65,72,"Census Tract 5.03"
1990,25025000505,57,63,"Census Tract 5.05"
1990,25025000506,76,85,"Census Tract 5.06"
1990,25025000601,149,206,"Census Tract 6.01"
1990,25025000603,115,207,"Census Tract 6.03"
1990,25025000604,188,337,"Census Tract 6.04"
1990,25025000701,133,180,"Census Tract 7.01"
1990,25025000703,81,124,"Census Tract 7.03"
1990,25025000704,165,250,"Census Tract 7.04"
1990,25025000804,166,226,"Census Tract 8.04"
1990,25025000805,198,272,"Census Tract 8.05"
1990,25025000806,36,66,"Census Tract 8.06"
1990,25025000807,33,60,"Census Tract 8.07"
1990,25025010103,5,29,"Census Tract 101.03"
1990,25025010104,51,78,"Census Tract 101.04"
1990,25025010204,69,71,"Census Tract 102.04"
1990,25025010205,53,56,"Census Tract 102.05"
1990,25025010206,39,41,"Census Tract 102.06"
1990,25025010300,65,167,"Census Tract 103"
1990,25025010403,68,73,"Census Tract 104.03"
1990,25025010404,88,96,"Census Tract 104.04"
1990,25025010405,56,94,"Census Tract 104.05"
1990,25025010408,31,32,"Census Tract 104.08"
1990,25025010500,41,52,"Census Tract 105"
1990,25025010600,27,15,"Census Tract 106"
1990,25025010701,51,55,"Census Tract 107.01"
1990,25025010702,49,53,"Census Tract 107.02"
1990,25025010801,63,63,"Census Tract 108.01"
1990,25025010802,65,66,"Census Tract 108.02"
1990,25025020101,126,202,"Census Tract 201.01"
1990,25025020200,54,92,"Census Tract 202"
1990,25025020301,58,39,"Census Tract 203.01"
1990,25025020302,37,24,"Census Tract 203.02"
1990,25025020304,3,2,"Census Tract 203.04"
1990,25025020305,45,30,"Census Tract 203.05"
1990,25025030100,60,47,"Census Tract 301"
1990,25025030200,28,60,"Census Tract 302"
1990,25025030301,27,29,"Census Tract 303.01"
1990,25025030302,27,29,"Census Tract 303.02"
1990,25025030400,58,88,"Census Tract 304"
1990,25025030500,41,73,"Census Tract 305"
1990,25025040100,68,77,"Census Tract 401"
1990,25025040200,125,263,"Census Tract 402"
1990,25025040300,259,418,"Census Tract 403"
1990,25025040401,138,285,"Census Tract 404.01"
1990,25025040600,103,167,"Census Tract 406"
1990,25025040801,168,331,"Census Tract 408.01"
1990,25025050101,330,605,"Census Tract 501.01"
1990,25025050200,321,612,"Census Tract 502"
1990,25025050300,147,347,"Census Tract 503"
1990,25025050400,119,226,"Census Tract 504"
1990,25025050500,94,187,"Census Tract 505"
1990,25025050600,122,193,"Census Tract 506"
1990,25025050700,239,378,"Census Tract 507"
1990,25025050901,227,467,"Census Tract 509.01"
1990,25025051000,226,504,"Census Tract 510"
1990,25025051101,324,634,"Census Tract 511.01"
1990,25025051200,139,223,"Census Tract 512"
1990,25025060101,153,347,"Census Tract 601.01"
1990,25025060200,122,226,"Census Tract 602"
1990,25025060301,169,356,"Census Tract 603.01"
1990,25025060400,235,496,"Census Tract 604"
1990,25025060501,223,360,"Census Tract 605.01"
1990,25025060601,48,67,"Census Tract 606.01"
1990,25025060602,3,4,"Census Tract 606.02"
1990,25025060603,2,3,"Census Tract 606.03"
1990,25025060604,7,10,"Census Tract 606.04"
1990,25025060700,117,330,"Census Tract 607"
1990,25025060800,216,353,"Census Tract 608"
1990,25025061000,174,540,"Census Tract 610"
1990,25025061101,143,378,"Census Tract 611.01"
1990,25025061201,67,147,"Census Tract 612.01"
1990,25025061202,,,"Census Tract 612.02"
1990,25025061203,17,27,"Census Tract 612.03"
1990,25025061204,3,5,"Census Tract 612.04"
1990,25025070102,34,43,"Census Tract 701.02"
1990,25025070103,2,3,"Census Tract 701.03"
1990,25025070104,13,16,"Census Tract 701.04"
1990,25025070201,65,178,"Census Tract 702.01"
1990,25025070202,143,340,"Census Tract 702.02"
1990,25025070301,38,64,"Census Tract 703.01"
1990,25025070302,24,40,"Census Tract 703.02"
1990,25025070402,119,321,"Census Tract 704.02"
1990,25025070501,107,273,"Census Tract 705.01"
1990,25025070502,192,494,"Census Tract 705.02"
1990,25025070600,82,131,"Census Tract 706"
1990,25025070700,110,273,"Census Tract 707"
1990,25025070801,33,48,"Census Tract 708.01"
1990,25025070802,92,133,"Census Tract 708.02"
1990,25025070901,60,122,"Census Tract 709.01"
1990,25025070902,100,205,"Census Tract 709.02"
1990,25025071101,108,162,"Census Tract 711.01"
1990,25025071201,92,260,"Census Tract 712.01"
1990,25025080100,187,437,"Census Tract 801"
1990,25025080300,263,667,"Census Tract 803"
1990,25025080401,365,666,"Census Tract 804.01"
1990,25025080500,342,671,"Census Tract 805"
1990,25025080601,163,330,"Census Tract 806.01"
1990,25025080801,396,837,"Census Tract 808.01"
1990,25025080900,139,279,"Census Tract 809"
1990,25025081001,325,548,"Census Tract 810.01"
1990,25025081101,75,113,"Census Tract 811.01"
1990,25025081102,160,255,"Census Tract 811.02"
1990,25025081200,356,875,"Census Tract 812"
1990,25025081301,156,432,"Census Tract 813.01"
1990,25025081302,218,603,"Census Tract 813.02"
1990,25025081400,260,482,"Census Tract 814"
1990,25025081500,196,519,"Census Tract 815"
1990,25025081700,291,734,"Census Tract 817"
1990,25025081800,224,548,"Census Tract 818"
1990,25025081900,329,667,"Census Tract 819"
1990,25025082000,228,494,"Census Tract 820"
1990,25025082100,498,965,"Census Tract 821"
1990,25025090100,409,876,"Census Tract 901"
1990,25025090200,255,475,"Census Tract 902"
1990,25025090300,334,693,"Census Tract 903"
1990,25025090400,309,686,"Census Tract 904"
1990,25025090600,229,541,"Census Tract 906"
1990,25025090700,251,608,"Census Tract 907"
1990,25025090901,148,412,"Census Tract 909.01"
1990,25025091001,193,379,"Census Tract 910.01"
1990,25025091100,389,740,"Census Tract 911"
1990,25025091200,301,588,"Census Tract 912"
1990,25025091300,267,678,"Census Tract 913"
1990,25025091400,198,444,"Census Tract 914"
1990,25025091500,430,1005,"Census Tract 915"
1990,25025091600,248,481,"Census Tract 916"
1990,25025091700,342,892,"Census Tract 917"
1990,25025091800,434,867,"Census Tract 918"
1990,25025091900,438,912,"Census Tract 919"
1990,25025092000,445,1157,"Census Tract 920"
1990,25025092101,479,873,"Census Tract 921.01"
1990,25025092200,246,551,"Census Tract 922"
1990,25025092300,297,784,"Census Tract 923"
1990,25025092400,632,1293,"Census Tract 924"
1990,25025100100,508,1131,"Census Tract 1001"
1990,25025100200,308,610,"Census Tract 1002"
1990,25025100300,311,818,"Census Tract 1003"
1990,25025100400,473,1069,"Census Tract 1004"
1990,25025100500,597,1220,"Census Tract 1005"
1990,25025100601,406,720,"Census Tract 1006.01"
1990,25025100603,95,237,"Census Tract 1006.03"
1990,25025100700,291,537,"Census Tract 1007"
1990,25025100800,327,592,"Census Tract 1008"
1990,25025100900,287,636,"Census Tract 1009"
1990,25025101001,473,1149,"Census Tract 1010.01"
1990,25025101002,440,1033,"Census Tract 1010.02"
1990,25025101101,291,825,"Census Tract 1011.01"
1990,25025101102,478,1142,"Census Tract 1011.02"
1990,25025110104,175,326,"Census Tract 1101.04"
1990,25025110105,202,376,"Census Tract 1101.05"
1990,25025110106,117,219,"Census Tract 1101.06"
1990,25025110201,160,256,"Census Tract 1102.01"
1990,25025110301,163,265,"Census Tract 1103.01"
1990,25025110401,336,620,"Census Tract 1104.01"
1990,25025110403,330,512,"Census Tract 1104.03"
1990,25025110501,237,406,"Census Tract 1105.01"
1990,25025110502,290,436,"Census Tract 1105.02"
1990,25025110601,141,262,"Census Tract 1106.01"
1990,25025110607,335,559,"Census Tract 1106.07"
1990,25025120103,84,161,"Census Tract 1201.03"
1990,25025120104,125,240,"Census Tract 1201.04"
1990,25025120105,135,259,"Census Tract 1201.05"
1990,25025120201,309,563,"Census Tract 1202.01"
1990,25025120301,484,1041,"Census Tract 1203.01"
1990,25025120400,294,495,"Census Tract 1204"
1990,25025120500,263,519,"Census Tract 1205"
1990,25025120600,156,238,"Census Tract 1206"
1990,25025120700,130,227,"Census Tract 1207"
1990,25025130101,338,481,"Census Tract 1301.01"
1990,25025130200,298,581,"Census Tract 1302"
1990,25025130300,275,579,"Census Tract 1303"
1990,25025130402,271,481,"Census Tract 1304.02"
1990,25025130404,134,241,"Census Tract 1304.04"
1990,25025130406,228,410,"Census Tract 1304.06"
1990,25025140102,330,564,"Census Tract 1401.02"
1990,25025140105,293,528,"Census Tract 1401.05"
1990,25025140106,189,341,"Census Tract 1401.06"
1990,25025140107,216,388,"Census Tract 1401.07"
1990,25025140201,140,254,"Census Tract 1402.01"
1990,25025140202,368,670,"Census Tract 1402.02"
1990,25025140300,422,848,"Census Tract 1403"
1990,25025140400,566,1374,"Census Tract 1404"
1990,25025980101,1,7,"Census Tract 9801.01"
1990,25025980300,,,"Census Tract 9803"
1990,25025980700,,,"Census Tract 9807"
1990,25025980900,,,"Census Tract 9809"
1990,25025981000,,,"Census Tract 9810"
1990,25025981100,1,23,"Census Tract 9811"
1990,25025981201,,,"Census Tract 9812.01"
1990,25025981202,,,"Census Tract 9812.02"
1990,25025981300,,,"Census Tract 9813"
1990,25025981501,,,"Census Tract 9815.01"
1990,25025981502,,,"Census Tract 9815.02"
1990,25025981600,,,"Census Tract 9816"
1990,25025981700,,,"Census Tract 9817"
1990,25025981800,,,"Census Tract 9818"
1990,25025981900,,,"Census Tract 9819"
1990,25025990101,,,"Census Tract 9901.01"
1990,25025999999,0,0,"Census Tract 9999.99"
2000,25025000101,85,160,"Census Tract 1.01"
2000,25025000102,104,196,"Census Tract 1.02"
2000,25025000201,146,304,"Census Tract 2.01"
2000,25025000202,204,543,"Census Tract 2.02"
2000,25025000301,126,227,"Census Tract 3.01"
2000,25025000302,106,171,"Census Tract 3.02"
2000,25025000401,134,279,"Census Tract 4.01"
2000,25025000402,123,175,"Census Tract 4.02"
2000,25025000502,58,57,"Census Tract 5.02"
2000,25025000503,41,70,"Census Tract 5.03"
2000,25025000505,32,55,"Census Tract 5.05"
2000,25025000506,44,75,"Census Tract 5.06"
2000,25025000601,121,213,"Census Tract 6.01"
2000,25025000603,108,302,"Census Tract 6.03"
2000,25025000604,131,363,"Census Tract 6.04"
2000,25025000701,88,162,"Census Tract 7.01"
2000,25025000703,38,96,"Census Tract 7.03"
2000,25025000704,76,193,"Census Tract 7.04"
2000,25025000804,119,250,"Census Tract 8.04"
2000,25025000805,149,311,"Census Tract 8.05"
2000,25025000806,60,66,"Census Tract 8.06"
2000,25025000807,59,66,"Census Tract 8.07"
2000,25025010103,2,17,"Census Tract 101.03"
2000,25025010104,33,38,"Census Tract 101.04"
2000,25025010204,14,27,"Census Tract 102.04"
2000,25025010205,28,47,"Census Tract 102.05"
2000,25025010206,19,31,"Census Tract 102.06"
2000,25025010300,115,266,"Census Tract 103"
2000,25025010403,24,50,"Census Tract 104.03"
2000,25025010404,53,109,"Census Tract 104.04"
2000,25025010405,53,84,"Census Tract 104.05"
2000,25025010408,15,26,"Census Tract 104.08"
2000,25025010500,37,66,"Census Tract 105"
2000,25025010600,52,40,"Census Tract 106"
2000,25025010701,53,56,"Census Tract 107.01"
2000,25025010702,61,64,"Census Tract 107.02"
2000,25025010801,61,82,"Census Tract 108.01"
2000,25025010802,60,80,"Census Tract 108.02"
2000,25025020101,132,185,"Census Tract 201.01"
2000,25025020200,59,110,"Census Tract 202"
2000,25025020301,65,74,"Census Tract 203.01"
2000,25025020302,44,50,"Census Tract 203.02"
2000,25025020304,5,5,"Census Tract 203.04"
2000,25025020305,93,105,"Census Tract 203.05"
2000,25025030100,40,35,"Census Tract 301"
2000,25025030200,25,27,"Census Tract 302"
2000,25025030301,34,45,"Census Tract 303.01"
2000,25025030302,40,53,"Census Tract 303.02"
2000,25025030400,81,95,"Census Tract 304"
2000,25025030500,54,78,"Census Tract 305"
2000,25025040100,68,106,"Census Tract 401"
2000,25025040200,143,381,"Census Tract 402"
2000,25025040300,217,434,"Census Tract 403"
2000,25025040401,72,268,"Census Tract 404.01"
2000,25025040600,78,179,"Census Tract 406"
2000,25025040801,264,614,"Census Tract 408.01"
2000,25025050101,332,852,"Census Tract 501.01"
2000,25025050200,383,871,"Census Tract 502"
2000,25025050300,235,594,"Census Tract 503"
2000,25025050400,174,344,"Census Tract 504"
2000,25025050500,160,257,"Census Tract 505"
2000,25025050600,145,262,"Census Tract 506"
2000,25025050700,318,584,"Census Tract 507"
2000,25025050901,279,588,"Census Tract 509.01"
2000,25025051000,158,623,"Census Tract 510"
2000,25025051101,372,1013,"Census Tract 511.01"
2000,25025051200,178,327,"Census Tract 512"
2000,25025060101,112,327,"Census Tract 601.01"
2000,25025060200,104,221,"Census Tract 602"
2000,25025060301,99,303,"Census Tract 603.01"
2000,25025060400,170,448,"Census Tract 604"
2000,25025060501,120,365,"Census Tract 605.01"
2000,25025060601,37,71,"Census Tract 606.01"
2000,25025060602,2,4,"Census Tract 606.02"
2000,25025060603,,,"Census Tract 606.03"
2000,25025060604,10,20,"Census Tract 606.04"
2000,25025060700,136,410,"Census Tract 607"
2000,25025060800,147,463,"Census Tract 608"
2000,25025061000,277,694,"Census Tract 610"
2000,25025061101,213,427,"Census Tract 611.01"
2000,25025061201,56,131,"Census Tract 612.01"
2000,25025061202,,,"Census Tract 612.02"
2000,25025061203,14,34,"Census Tract 612.03"
2000,25025061204,3,7,"Census Tract 612.04"
2000,25025070102,27,71,"Census Tract 701.02"
2000,25025070103,,,"Census Tract 701.03"
2000,25025070104,14,32,"Census Tract 701.04"
2000,25025070201,66,190,"Census Tract 702.01"
2000,25025070202,86,244,"Census Tract 702.02"
2000,25025070301,40,54,"Census Tract 703.01"
2000,25025070302,28,39,"Census Tract 703.02"
2000,25025070402,97,390,"Census Tract 704.02"
2000,25025070501,84,202,"Census Tract 705.01"
2000,25025070502,150,359,"Census Tract 705.02"
2000,25025070600,69,77,"Census Tract 706"
2000,25025070700,79,287,"Census Tract 707"
2000,25025070801,31,45,"Census Tract 708.01"
2000,25025070802,81,116,"Census Tract 708.02"
2000,25025070901,33,112,"Census Tract 709.01"
2000,25025070902,70,235,"Census Tract 709.02"
2000,25025071101,101,177,"Census Tract 711.01"
2000,25025071201,56,141,"Census Tract 712.01"
2000,25025080100,146,406,"Census Tract 801"
2000,25025080300,177,404,"Census Tract 803"
2000,25025080401,193,570,"Census Tract 804.01"
2000,25025080500,245,598,"Census Tract 805"
2000,25025080601,153,454,"Census Tract 806.01"
2000,25025080801,96,299,"Census Tract 808.01"
2000,25025080900,93,238,"Census Tract 809"
2000,25025081001,185,667,"Census Tract 810.01"
2000,25025081101,41,93,"Census Tract 811.01"
2000,25025081102,93,209,"Census Tract 811.02"
2000,25025081200,269,797,"Census Tract 812"
2000,25025081301,129,411,"Census Tract 813.01"
2000,25025081302,158,505,"Census Tract 813.02"
2000,25025081400,166,514,"Census Tract 814"
2000,25025081500,101,329,"Census Tract 815"
2000,25025081700,265,923,"Census Tract 817"
2000,25025081800,223,631,"Census Tract 818"
2000,25025081900,244,775,"Census Tract 819"
2000,25025082000,207,617,"Census Tract 820"
2000,25025082100,379,1058,"Census Tract 821"
2000,25025090100,366,1215,"Census Tract 901"
2000,25025090200,221,598,"Census Tract 902"
2000,25025090300,317,917,"Census Tract 903"
2000,25025090400,304,876,"Census Tract 904"
2000,25025090600,152,540,"Census Tract 906"
2000,25025090700,221,642,"Census Tract 907"
2000,25025090901,189,572,"Census Tract 909.01"
2000,25025091001,169,424,"Census Tract 910.01"
2000,25025091100,314,916,"Census Tract 911"
2000,25025091200,233,784,"Census Tract 912"
2000,25025091300,201,655,"Census Tract 913"
2000,25025091400,164,572,"Census Tract 914"
2000,25025091500,398,1217,"Census Tract 915"
2000,25025091600,303,804,"Census Tract 916"
2000,25025091700,263,892,"Census Tract 917"
2000,25025091800,302,998,"Census Tract 918"
2000,25025091900,289,1023,"Census Tract 919"
2000,25025092000,372,1380,"Census Tract 920"
2000,25025092101,473,1377,"Census Tract 921.01"
2000,25025092200,260,751,"Census Tract 922"
2000,25025092300,269,819,"Census Tract 923"
2000,25025092400,625,1862,"Census Tract 924"
2000,25025100100,515,1467,"Census Tract 1001"
2000,25025100200,202,735,"Census Tract 1002"
2000,25025100300,289,947,"Census Tract 1003"
2000,25025100400,347,1071,"Census Tract 1004"
2000,25025100500,462,1527,"Census Tract 1005"
2000,25025100601,384,1076,"Census Tract 1006.01"
2000,25025100603,91,225,"Census Tract 1006.03"
2000,25025100700,277,575,"Census Tract 1007"
2000,25025100800,317,757,"Census Tract 1008"
2000,25025100900,281,828,"Census Tract 1009"
2000,25025101001,441,1239,"Census Tract 1010.01"
2000,25025101002,422,1185,"Census Tract 1010.02"
2000,25025101101,277,810,"Census Tract 1011.01"
2000,25025101102,405,1220,"Census Tract 1011.02"
2000,25025110104,143,414,"Census Tract 1101.04"
2000,25025110105,154,451,"Census Tract 1101.05"
2000,25025110106,84,245,"Census Tract 1101.06"
2000,25025110201,123,422,"Census Tract 1102.01"
2000,25025110301,171,422,"Census Tract 1103.01"
2000,25025110401,283,824,"Census Tract 1104.01"
2000,25025110403,255,762,"Census Tract 1104.03"
2000,25025110501,213,429,"Census Tract 1105.01"
2000,25025110502,227,634,"Census Tract 1105.02"
2000,25025110601,197,340,"Census Tract 1106.01"
2000,25025110607,308,581,"Census Tract 1106.07"
2000,25025120103,69,155,"Census Tract 1201.03"
2000,25025120104,132,271,"Census Tract 1201.04"
2000,25025120105,104,233,"Census Tract 1201.05"
2000,25025120201,180,420,"Census Tract 1202.01"
2000,25025120301,304,1000,"Census Tract 1203.01"
2000,25025120400,234,500,"Census Tract 1204"
2000,25025120500,149,546,"Census Tract 1205"
2000,25025120600,96,217,"Census Tract 1206"
