"YEAR","GEOID","NAME","tot_pov_stat_det","tot_below_pov","tot_above_pov"
2020,25025140202,"Census Tract 1402.02",5410,364,5045
2020,25025140300,"Census Tract 1403",6906,631,6275
2020,25025140400,"Census Tract 1404",7787,1159,6628
2020,25025980101,"Census Tract 9801.01",0,0,0
2020,25025980300,"Census Tract 9803",70,63,6
2020,25025980700,"Census Tract 9807",0,0,0
2020,25025980900,"Census Tract 9809",52,19,33
2020,25025981000,"Census Tract 9810",2,0,2
2020,25025981100,"Census Tract 9811",5,0,5
2020,25025981201,"Census Tract 9812.01",0,0,0
2020,25025981202,"Census Tract 9812.02",0,0,0
2020,25025981300,"Census Tract 9813",47,0,47
2020,25025981501,"Census Tract 9815.01",0,0,0
2020,25025981600,"Census Tract 9816",0,0,0
2020,25025981700,"Census Tract 9817",0,0,0
2020,25025981800,"Census Tract 9818",6,0,6
2020,25025981900,"Census Tract 9819",0,0,0
2020,25025990101,"Census Tract 9901.01",0,0,0
2024,25025000101,"Census Tract 1.01",1897,237,1660
2024,25025000102,"Census Tract 1.02",4914,1341,3573
2024,25025000201,"Census Tract 2.01",4491,568,3923
2024,25025000202,"Census Tract 2.02",4270,790,3480
2024,25025000301,"Census Tract 3.01",3053,246,2807
2024,25025000302,"Census Tract 3.02",3120,224,2896
2024,25025000401,"Census Tract 4.01",5819,1285,4533
2024,25025000402,"Census Tract 4.02",3847,747,3100
2024,25025000502,"Census Tract 5.02",4172,755,3416
2024,25025000503,"Census Tract 5.03",2361,316,2046
2024,25025000505,"Census Tract 5.05",2198,582,1616
2024,25025000506,"Census Tract 5.06",2962,553,2409
2024,25025000601,"Census Tract 6.01",3900,344,3556
2024,25025000603,"Census Tract 6.03",2624,1212,1411
2024,25025000604,"Census Tract 6.04",2635,858,1777
2024,25025000701,"Census Tract 7.01",4528,1026,3501
2024,25025000703,"Census Tract 7.03",2470,872,1597
2024,25025000704,"Census Tract 7.04",5378,1175,4202
2024,25025000804,"Census Tract 8.04",4963,596,4367
2024,25025000805,"Census Tract 8.05",6286,2391,3895
2024,25025000806,"Census Tract 8.06",1680,486,1194
2024,25025000807,"Census Tract 8.07",671,356,315
2024,25025010103,"Census Tract 101.03",838,279,559
2024,25025010104,"Census Tract 101.04",3124,973,2151
2024,25025010204,"Census Tract 102.04",3046,676,2370
2024,25025010205,"Census Tract 102.05",5926,2100,3826
2024,25025010206,"Census Tract 102.06",2779,907,1873
2024,25025010300,"Census Tract 103",499,113,387
2024,25025010403,"Census Tract 104.03",3384,1803,1581
2024,25025010404,"Census Tract 104.04",3057,1198,1859
2024,25025010405,"Census Tract 104.05",1925,836,1089
2024,25025010408,"Census Tract 104.08",1517,476,1042
2024,25025010500,"Census Tract 105",3447,1279,2168
2024,25025010600,"Census Tract 106",3810,600,3211
2024,25025010701,"Census Tract 107.01",2265,171,2093
2024,25025010702,"Census Tract 107.02",2296,165,2131
2024,25025010801,"Census Tract 108.01",2713,212,2501
2024,25025010802,"Census Tract 108.02",3036,192,2844
2024,25025020101,"Census Tract 201.01",4300,171,4129
2024,25025020200,"Census Tract 202",3800,554,3246
2024,25025020301,"Census Tract 203.01",2208,269,1939
2024,25025020302,"Census Tract 203.02",1282,92,1189
2024,25025020304,"Census Tract 203.04",1940,232,1708
2024,25025020305,"Census Tract 203.05",4549,569,3980
2024,25025030100,"Census Tract 301",2057,363,1694
2024,25025030200,"Census Tract 302",1792,176,1616
2024,25025030301,"Census Tract 303.01",1544,62,1482
2024,25025030302,"Census Tract 303.02",1886,388,1498
2024,25025030400,"Census Tract 304",4135,477,3657
2024,25025030500,"Census Tract 305",2532,207,2324
2024,25025040100,"Census Tract 401",2454,239,2215
2024,25025040200,"Census Tract 402",1578,291,1287
2024,25025040300,"Census Tract 403",4374,204,4169
2024,25025040401,"Census Tract 404.01",2880,117,2762
2024,25025040600,"Census Tract 406",3909,226,3682
2024,25025040801,"Census Tract 408.01",4072,725,3348
2024,25025050101,"Census Tract 501.01",5164,864,4301
2024,25025050200,"Census Tract 502",5494,912,4582
2024,25025050300,"Census Tract 503",4381,969,3412
2024,25025050400,"Census Tract 504",2594,302,2293
2024,25025050500,"Census Tract 505",2198,294,1905
2024,25025050600,"Census Tract 506",2107,207,1900
2024,25025050700,"Census Tract 507",4737,705,4032
2024,25025050901,"Census Tract 509.01",4344,490,3854
2024,25025051000,"Census Tract 510",4804,595,4209
2024,25025051101,"Census Tract 511.01",6546,1239,5307
2024,25025051200,"Census Tract 512",3565,461,3104
2024,25025060101,"Census Tract 601.01",3897,121,3776
2024,25025060200,"Census Tract 602",2443,151,2292
2024,25025060301,"Census Tract 603.01",3939,349,3590
2024,25025060400,"Census Tract 604",5708,68,5640
2024,25025060501,"Census Tract 605.01",4951,188,4764
2024,25025060601,"Census Tract 606.01",2330,131,2199
2024,25025060602,"Census Tract 606.02",302,17,286
2024,25025060603,"Census Tract 606.03",2216,84,2132
2024,25025060604,"Census Tract 606.04",3974,109,3865
2024,25025060700,"Census Tract 607",1792,646,1146
2024,25025060800,"Census Tract 608",5045,217,4828
2024,25025061000,"Census Tract 610",2965,588,2377
2024,25025061101,"Census Tract 611.01",2812,1277,1535
2024,25025061201,"Census Tract 612.01",2212,454,1758
2024,25025061202,"Census Tract 612.02",0,0,0
2024,25025061203,"Census Tract 612.03",2499,124,2375
2024,25025061204,"Census Tract 612.04",1181,24,1157
2024,25025070102,"Census Tract 701.02",2871,919,1952
2024,25025070103,"Census Tract 701.03",725,34,690
2024,25025070104,"Census Tract 701.04",3581,511,3070
2024,25025070201,"Census Tract 702.01",2262,708,1554
2024,25025070202,"Census Tract 702.02",5312,1768,3544
2024,25025070301,"Census Tract 703.01",2375,293,2082
2024,25025070302,"Census Tract 703.02",2356,353,2003
2024,25025070402,"Census Tract 704.02",5428,1284,4144
2024,25025070501,"Census Tract 705.01",2393,90,2303
2024,25025070502,"Census Tract 705.02",3638,1262,2376
2024,25025070600,"Census Tract 706",2434,62,2372
2024,25025070700,"Census Tract 707",2712,474,2238
2024,25025070801,"Census Tract 708.01",989,287,701
2024,25025070802,"Census Tract 708.02",2842,450,2392
2024,25025070901,"Census Tract 709.01",1197,276,921
2024,25025070902,"Census Tract 709.02",2315,551,1764
2024,25025071101,"Census Tract 711.01",4240,984,3256
2024,25025071201,"Census Tract 712.01",4048,1066,2981
2024,25025080100,"Census Tract 801",2345,798,1547
2024,25025080300,"Census Tract 803",2068,718,1350
2024,25025080401,"Census Tract 804.01",4020,1736,2284
2024,25025080500,"Census Tract 805",3272,1068,2204
2024,25025080601,"Census Tract 806.01",2262,1166,1096
2024,25025080801,"Census Tract 808.01",2992,1494,1498
2024,25025080900,"Census Tract 809",5126,1917,3209
2024,25025081001,"Census Tract 810.01",5938,2359,3579
2024,25025081101,"Census Tract 811.01",1443,189,1254
2024,25025081102,"Census Tract 811.02",3068,990,2078
2024,25025081200,"Census Tract 812",3621,1138,2483
2024,25025081301,"Census Tract 813.01",2721,1214,1507
2024,25025081302,"Census Tract 813.02",3184,1030,2154
2024,25025081400,"Census Tract 814",4016,1066,2950
2024,25025081500,"Census Tract 815",2499,699,1799
2024,25025081700,"Census Tract 817",4219,1236,2984
2024,25025081800,"Census Tract 818",3530,693,2837
2024,25025081900,"Census Tract 819",3556,722,2834
2024,25025082000,"Census Tract 820",3238,1054,2184
2024,25025082100,"Census Tract 821",4962,968,3993
2024,25025090100,"Census Tract 901",5056,1555,3501
2024,25025090200,"Census Tract 902",2109,573,1536
2024,25025090300,"Census Tract 903",3629,959,2670
2024,25025090400,"Census Tract 904",4342,816,3526
2024,25025090600,"Census Tract 906",2544,531,2013
2024,25025090700,"Census Tract 907",5385,912,4472
2024,25025090901,"Census Tract 909.01",4160,1756,2404
2024,25025091001,"Census Tract 910.01",4998,261,4737
2024,25025091100,"Census Tract 911",4941,568,4373
2024,25025091200,"Census Tract 912",3215,984,2231
2024,25025091300,"Census Tract 913",2849,957,1892
2024,25025091400,"Census Tract 914",2944,680,2265
2024,25025091500,"Census Tract 915",4459,1553,2907
2024,25025091600,"Census Tract 916",3131,499,2631
2024,25025091700,"Census Tract 917",3010,704,2306
2024,25025091800,"Census Tract 918",3584,1122,2462
2024,25025091900,"Census Tract 919",4100,985,3115
2024,25025092000,"Census Tract 920",4910,815,4096
2024,25025092101,"Census Tract 921.01",6599,1244,5354
2024,25025092200,"Census Tract 922",3383,401,2982
2024,25025092300,"Census Tract 923",3153,398,2754
2024,25025092400,"Census Tract 924",5630,1103,4527
2024,25025100100,"Census Tract 1001",5393,1024,4369
2024,25025100200,"Census Tract 1002",2781,859,1922
2024,25025100300,"Census Tract 1003",3544,411,3133
2024,25025100400,"Census Tract 1004",4954,1145,3809
2024,25025100500,"Census Tract 1005",6103,1377,4726
2024,25025100601,"Census Tract 1006.01",5120,589,4531
2024,25025100603,"Census Tract 1006.03",2195,124,2071
2024,25025100700,"Census Tract 1007",4332,205,4128
2024,25025100800,"Census Tract 1008",5544,580,4964
2024,25025100900,"Census Tract 1009",4153,231,3921
2024,25025101001,"Census Tract 1010.01",5630,501,5129
2024,25025101002,"Census Tract 1010.02",5639,1446,4194
2024,25025101101,"Census Tract 1011.01",3615,483,3132
2024,25025101102,"Census Tract 1011.02",4711,1498,3213
2024,25025110104,"Census Tract 1101.04",2005,530,1475
2024,25025110105,"Census Tract 1101.05",2664,237,2427
2024,25025110106,"Census Tract 1101.06",1340,124,1215
2024,25025110201,"Census Tract 1102.01",2086,345,1741
2024,25025110301,"Census Tract 1103.01",2369,155,2213
2024,25025110401,"Census Tract 1104.01",3587,479,3108
2024,25025110403,"Census Tract 1104.03",4417,274,4143
2024,25025110501,"Census Tract 1105.01",3239,152,3087
2024,25025110502,"Census Tract 1105.02",3976,340,3636
2024,25025110601,"Census Tract 1106.01",2494,92,2402
2024,25025110607,"Census Tract 1106.07",4774,246,4528
2024,25025120103,"Census Tract 1201.03",1715,19,1696
2024,25025120104,"Census Tract 1201.04",2423,110,2313
2024,25025120105,"Census Tract 1201.05",2307,254,2052
2024,25025120201,"Census Tract 1202.01",4892,682,4210
2024,25025120301,"Census Tract 1203.01",5305,574,4731
2024,25025120400,"Census Tract 1204",5978,434,5545
2024,25025120500,"Census Tract 1205",2573,560,2012
2024,25025120600,"Census Tract 1206",2664,102,2562
2024,25025120700,"Census Tract 1207",2208,189,2018
2024,25025130101,"Census Tract 1301.01",5983,149,5834
2024,25025130200,"Census Tract 1302",4622,269,4352
2024,25025130300,"Census Tract 1303",4447,171,4276
2024,25025130402,"Census Tract 1304.02",4989,182,4807
2024,25025130404,"Census Tract 1304.04",2908,112,2797
2024,25025130406,"Census Tract 1304.06",5573,901,4672
2024,25025140102,"Census Tract 1401.02",4841,252,4589
2024,25025140105,"Census Tract 1401.05",3530,548,2982
2024,25025140106,"Census Tract 1401.06",2204,356,1849
2024,25025140107,"Census Tract 1401.07",2760,350,2410
2024,25025140201,"Census Tract 1402.01",2236,161,2074
2024,25025140202,"Census Tract 1402.02",5359,348,5011
2024,25025140300,"Census Tract 1403",6839,680,6159
2024,25025140400,"Census Tract 1404",7747,1180,6567
2024,25025980101,"Census Tract 9801.01",0,0,0
2024,25025980300,"Census Tract 9803",70,63,6
2024,25025980700,"Census Tract 9807",0,0,0
2024,25025980900,"Census Tract 9809",53,21,32
2024,25025981000,"Census Tract 9810",2,0,2
2024,25025981100,"Census Tract 9811",5,0,5
2024,25025981201,"Census Tract 9812.01",0,0,0
2024,25025981202,"Census Tract 9812.02",0,0,0
2024,25025981300,"Census Tract 9813",47,0,47
2024,25025981501,"Census Tract 9815.01",0,0,0
2024,25025981600,"Census Tract 9816",0,0,0
2024,25025981700,"Census Tract 9817",0,0,0
2024,25025981800,"Census Tract 9818",6,0,6
2024,25025981900,"Census Tract 9819",0,0,0
2024,25025990101,"Census Tract 9901.01",0,0,0
