"YEAR","GEOID","NAME","total_workers_16_and_over","car_truck_van_alone","car_truck_van_carpool","public_transportation","walked","taxi_moto_bike_other","worked_from_home"
2024,25025060200,"Census Tract 602",1762,613,76,404,50,64,556
2024,25025060301,"Census Tract 603.01",2820,1100,150,583,98,77,811
2024,25025060400,"Census Tract 604",4610,1707,95,1106,206,60,1436
2024,25025060501,"Census Tract 605.01",3961,1491,223,803,358,184,908
2024,25025060601,"Census Tract 606.01",1893,404,0,670,368,32,420
2024,25025060602,"Census Tract 606.02",279,32,0,39,113,19,76
2024,25025060603,"Census Tract 606.03",1906,415,92,202,545,21,631
2024,25025060604,"Census Tract 606.04",3226,947,50,256,1080,137,756
2024,25025060700,"Census Tract 607",607,170,0,297,80,0,60
2024,25025060800,"Census Tract 608",3929,1245,73,1174,394,179,868
2024,25025061000,"Census Tract 610",1773,720,120,528,150,7,247
2024,25025061101,"Census Tract 611.01",1096,223,21,651,117,26,57
2024,25025061201,"Census Tract 612.01",1399,331,0,536,78,83,371
2024,25025061202,"Census Tract 612.02",0,0,0,0,0,0,0
2024,25025061203,"Census Tract 612.03",1984,485,25,705,361,19,389
2024,25025061204,"Census Tract 612.04",936,183,36,69,376,41,231
2024,25025070102,"Census Tract 701.02",1928,205,55,447,894,0,328
2024,25025070103,"Census Tract 701.03",423,51,20,54,236,0,63
2024,25025070104,"Census Tract 701.04",2164,389,35,195,914,77,555
2024,25025070201,"Census Tract 702.01",1888,154,63,388,958,6,319
2024,25025070202,"Census Tract 702.02",2887,286,93,538,1184,58,726
2024,25025070301,"Census Tract 703.01",1452,438,0,217,477,30,290
2024,25025070302,"Census Tract 703.02",1275,279,0,323,392,106,176
2024,25025070402,"Census Tract 704.02",3195,549,167,321,1229,172,754
2024,25025070501,"Census Tract 705.01",1727,428,25,98,763,131,284
2024,25025070502,"Census Tract 705.02",1562,200,65,266,669,17,346
2024,25025070600,"Census Tract 706",1675,337,80,265,430,139,424
2024,25025070700,"Census Tract 707",1689,288,71,481,362,210,277
2024,25025070801,"Census Tract 708.01",565,79,9,273,77,0,127
2024,25025070802,"Census Tract 708.02",1804,290,45,582,424,48,415
2024,25025070901,"Census Tract 709.01",500,45,68,269,33,13,72
2024,25025070902,"Census Tract 709.02",1470,387,66,311,431,38,238
2024,25025071101,"Census Tract 711.01",2383,644,40,696,566,84,356
2024,25025071201,"Census Tract 712.01",1806,498,84,363,372,134,355
2024,25025080100,"Census Tract 801",898,239,9,399,127,91,32
2024,25025080300,"Census Tract 803",714,145,132,328,31,46,31
2024,25025080401,"Census Tract 804.01",1777,735,67,488,348,108,32
2024,25025080500,"Census Tract 805",1175,359,89,426,71,128,103
2024,25025080601,"Census Tract 806.01",2248,364,113,559,942,75,194
2024,25025080801,"Census Tract 808.01",1908,403,19,666,734,22,64
2024,25025080900,"Census Tract 809",2876,584,42,1010,971,0,269
2024,25025081001,"Census Tract 810.01",2894,306,67,1078,887,161,394
2024,25025081101,"Census Tract 811.01",1052,40,0,459,364,28,160
2024,25025081102,"Census Tract 811.02",1723,462,104,286,672,76,124
2024,25025081200,"Census Tract 812",1533,497,119,580,179,65,93
2024,25025081301,"Census Tract 813.01",1037,449,92,299,29,86,83
2024,25025081302,"Census Tract 813.02",1174,538,0,368,38,141,89
2024,25025081400,"Census Tract 814",1992,651,41,638,164,223,275
2024,25025081500,"Census Tract 815",1161,610,24,274,69,51,134
2024,25025081700,"Census Tract 817",1723,667,69,581,134,53,219
2024,25025081800,"Census Tract 818",1762,702,71,612,278,47,51
2024,25025081900,"Census Tract 819",1911,757,325,736,0,35,58
2024,25025082000,"Census Tract 820",1461,557,139,606,61,42,55
2024,25025082100,"Census Tract 821",1694,492,110,846,25,87,134
2024,25025090100,"Census Tract 901",1941,888,177,612,101,74,88
2024,25025090200,"Census Tract 902",888,429,27,331,29,60,12
2024,25025090300,"Census Tract 903",1530,641,244,475,69,38,63
2024,25025090400,"Census Tract 904",1732,832,158,512,56,68,108
2024,25025090600,"Census Tract 906",1218,561,130,381,100,37,9
2024,25025090700,"Census Tract 907",3305,935,191,1335,157,285,407
2024,25025090901,"Census Tract 909.01",1826,562,181,527,309,28,220
2024,25025091001,"Census Tract 910.01",3064,938,186,1080,295,76,490
2024,25025091100,"Census Tract 911",3244,1032,280,1062,454,99,317
2024,25025091200,"Census Tract 912",1901,584,149,655,120,74,320
2024,25025091300,"Census Tract 913",1274,511,108,423,96,22,114
2024,25025091400,"Census Tract 914",1422,596,112,428,152,13,121
2024,25025091500,"Census Tract 915",1872,934,217,422,36,51,210
2024,25025091600,"Census Tract 916",1495,803,239,343,69,35,6
2024,25025091700,"Census Tract 917",1532,754,100,522,31,85,40
2024,25025091800,"Census Tract 918",1787,844,152,564,134,46,47
2024,25025091900,"Census Tract 919",1703,862,124,443,62,62,149
2024,25025092000,"Census Tract 920",2412,1047,277,922,59,20,87
2024,25025092101,"Census Tract 921.01",2985,1354,371,745,154,98,265
2024,25025092200,"Census Tract 922",1880,665,75,477,110,70,482
2024,25025092300,"Census Tract 923",1514,607,126,270,80,143,288
2024,25025092400,"Census Tract 924",2416,1147,35,657,135,201,241
2024,25025100100,"Census Tract 1001",2087,769,27,978,40,44,229
2024,25025100200,"Census Tract 1002",1145,517,107,333,0,64,124
2024,25025100300,"Census Tract 1003",1672,944,133,289,62,42,203
2024,25025100400,"Census Tract 1004",2389,1086,300,552,38,119,295
2024,25025100500,"Census Tract 1005",3196,1408,191,993,209,106,289
2024,25025100601,"Census Tract 1006.01",2862,1368,365,598,25,219,288
2024,25025100603,"Census Tract 1006.03",1474,891,170,172,79,29,132
2024,25025100700,"Census Tract 1007",2563,1911,99,222,32,48,251
2024,25025100800,"Census Tract 1008",3352,1660,213,928,0,117,435
2024,25025100900,"Census Tract 1009",2228,844,191,658,58,76,399
2024,25025101001,"Census Tract 1010.01",2625,1585,82,518,72,84,284
2024,25025101002,"Census Tract 1010.02",2419,1027,174,523,113,167,414
2024,25025101101,"Census Tract 1011.01",1773,931,102,550,16,49,125
2024,25025101102,"Census Tract 1011.02",1828,796,218,657,29,8,120
2024,25025110104,"Census Tract 1101.04",963,520,49,201,62,111,20
2024,25025110105,"Census Tract 1101.05",1970,645,24,728,8,110,455
2024,25025110106,"Census Tract 1101.06",853,159,109,392,26,19,148
2024,25025110201,"Census Tract 1102.01",964,462,26,382,19,6,69
2024,25025110301,"Census Tract 1103.01",1429,723,33,397,17,30,229
2024,25025110401,"Census Tract 1104.01",1906,1091,81,480,43,54,158
2024,25025110403,"Census Tract 1104.03",2346,1414,146,325,0,8,454
2024,25025110501,"Census Tract 1105.01",1978,1075,32,336,53,38,445
2024,25025110502,"Census Tract 1105.02",2329,1170,52,349,86,104,569
2024,25025110601,"Census Tract 1106.01",1229,669,72,178,0,54,257
2024,25025110607,"Census Tract 1106.07",2965,1629,63,529,192,90,461
2024,25025120103,"Census Tract 1201.03",1080,363,53,183,155,70,257
2024,25025120104,"Census Tract 1201.04",1596,467,110,491,24,198,306
2024,25025120105,"Census Tract 1201.05",1292,649,70,90,140,48,295
2024,25025120201,"Census Tract 1202.01",3149,1129,65,892,70,322,666
2024,25025120301,"Census Tract 1203.01",3488,1180,34,995,191,309,781
2024,25025120400,"Census Tract 1204",3648,1061,241,953,195,204,997
2024,25025120500,"Census Tract 1205",1510,460,78,504,61,137,270
2024,25025120600,"Census Tract 1206",1880,425,25,610,76,110,633
2024,25025120700,"Census Tract 1207",1516,441,7,600,115,88,265
2024,25025130101,"Census Tract 1301.01",3649,2057,117,469,48,46,912
2024,25025130200,"Census Tract 1302",2354,1254,183,348,5,61,502
2024,25025130300,"Census Tract 1303",2264,1137,237,198,21,31,640
2024,25025130402,"Census Tract 1304.02",2727,1563,200,367,93,0,504
2024,25025130404,"Census Tract 1304.04",1647,1193,45,180,22,68,139
2024,25025130406,"Census Tract 1304.06",2545,1360,172,631,13,19,348
2024,25025140102,"Census Tract 1401.02",2395,1544,171,370,32,45,234
2024,25025140105,"Census Tract 1401.05",1853,1050,120,278,109,51,244
2024,25025140106,"Census Tract 1401.06",951,485,110,199,31,56,70
2024,25025140107,"Census Tract 1401.07",1353,911,91,210,35,0,106
2024,25025140201,"Census Tract 1402.01",1208,641,169,219,41,7,132
2024,25025140202,"Census Tract 1402.02",2812,1706,160,575,45,23,303
2024,25025140300,"Census Tract 1403",2742,1703,369,555,39,11,64
2024,25025140400,"Census Tract 1404",3867,2085,293,726,84,193,485
2024,25025980101,"Census Tract 9801.01",0,0,0,0,0,0,0
2024,25025980300,"Census Tract 9803",35,5,0,29,0,0,0
2024,25025980700,"Census Tract 9807",0,0,0,0,0,0,0
2024,25025980900,"Census Tract 9809",32,6,0,5,0,0,21
2024,25025981000,"Census Tract 9810",2,1,0,1,0,0,0
2024,25025981100,"Census Tract 9811",4,4,0,0,0,0,0
2024,25025981201,"Census Tract 9812.01",0,0,0,0,0,0,0
2024,25025981202,"Census Tract 9812.02",2,1,0,0,0,0,1
2024,25025981300,"Census Tract 9813",47,3,0,41,0,0,3
2024,25025981501,"Census Tract 9815.01",0,0,0,0,0,0,0
2024,25025981600,"Census Tract 9816",0,0,0,0,0,0,0
2024,25025981700,"Census Tract 9817",0,0,0,0,0,0,0
2024,25025981800,"Census Tract 9818",6,4,0,0,0,0,2
2024,25025981900,"Census Tract 9819",0,0,0,0,0,0,0
2024,25025990101,"Census Tract 9901.01",0,0,0,0,0,0,0
