YEAR,GEOID,white,black,hisp,aapi,ainh,other,twoplus,NAME
2020,25025130406,221,664,469,61,0,13,74,Census Tract 1304.06
2020,25025140102,187,449,287,17,2,6,81,Census Tract 1401.02
2020,25025140105,147,210,253,14,0,3,31,Census Tract 1401.05
2020,25025140106,46,253,200,7,0,9,34,Census Tract 1401.06
2020,25025140107,87,199,186,15,1,15,55,Census Tract 1401.07
2020,25025140201,110,185,118,14,1,18,39,Census Tract 1402.01
2020,25025140202,282,404,416,37,0,20,62,Census Tract 1402.02
2020,25025140300,109,692,443,7,1,16,60,Census Tract 1403
2020,25025140400,58,904,446,22,2,8,81,Census Tract 1404
2020,25025980101,0,0,0,0,0,0,0,Census Tract 9801.01
2020,25025980300,0,0,3,1,0,0,0,Census Tract 9803
2020,25025980700,1,0,1,0,0,0,1,Census Tract 9807
2020,25025980900,11,7,1,2,0,0,0,Census Tract 9809
2020,25025981000,1,1,5,0,1,0,1,Census Tract 9810
2020,25025981100,0,0,3,0,0,0,1,Census Tract 9811
2020,25025981201,0,0,0,0,0,0,0,Census Tract 9812.01
2020,25025981202,0,0,2,0,0,0,1,Census Tract 9812.02
2020,25025981300,1,3,7,0,0,0,2,Census Tract 9813
2020,25025981501,0,0,1,0,0,0,1,Census Tract 9815.01
2020,25025981502,0,0,3,0,0,0,0,Census Tract 9815.02
2020,25025981600,0,0,1,0,0,0,0,Census Tract 9816
2020,25025981700,0,0,0,0,0,0,0,Census Tract 9817
2020,25025981800,0,0,2,0,0,0,2,Census Tract 9818
2020,25025981900,0,0,0,0,0,0,0,Census Tract 9819
2020,25025990101,0,0,0,0,0,0,0,Census Tract 9901.01
2020,25025999999,,,,,,,,Census Tract 9999.99
