YEAR,GEOID,under5,fiveto17,NAME
1980,25025110502,271.0,612.0,Census Tract 1105.02
1980,25025110601,98.0,357.0,Census Tract 1106.01
1980,25025110607,313.0,883.0,Census Tract 1106.07
1980,25025120103,61.0,209.0,Census Tract 1201.03
1980,25025120104,91.0,313.0,Census Tract 1201.04
1980,25025120105,98.0,337.0,Census Tract 1201.05
1980,25025120201,260.0,594.0,Census Tract 1202.01
1980,25025120301,496.0,1189.0,Census Tract 1203.01
1980,25025120400,229.0,697.0,Census Tract 1204
1980,25025120500,215.0,537.0,Census Tract 1205
1980,25025120600,169.0,417.0,Census Tract 1206
1980,25025120700,126.0,271.0,Census Tract 1207
1980,25025130101,266.0,782.0,Census Tract 1301.01
1980,25025130200,255.0,806.0,Census Tract 1302
1980,25025130300,243.0,850.0,Census Tract 1303
1980,25025130402,217.0,814.0,Census Tract 1304.02
1980,25025130404,89.0,310.0,Census Tract 1304.04
1980,25025130406,151.0,528.0,Census Tract 1304.06
1980,25025140102,285.0,789.0,Census Tract 1401.02
1980,25025140105,206.0,634.0,Census Tract 1401.05
1980,25025140106,133.0,410.0,Census Tract 1401.06
1980,25025140107,152.0,467.0,Census Tract 1401.07
1980,25025140201,114.0,364.0,Census Tract 1402.01
1980,25025140202,299.0,958.0,Census Tract 1402.02
1980,25025140300,316.0,846.0,Census Tract 1403
1980,25025140400,509.0,1529.0,Census Tract 1404
1980,25025980101,1.0,8.0,Census Tract 9801.01
1980,25025980300,,,Census Tract 9803
1980,25025980700,,,Census Tract 9807
1980,25025980900,,,Census Tract 9809
1980,25025981000,,,Census Tract 9810
1980,25025981100,0.0,12.0,Census Tract 9811
1980,25025981201,,,Census Tract 9812.01
1980,25025981202,,,Census Tract 9812.02
1980,25025981300,,,Census Tract 9813
1980,25025981501,,,Census Tract 9815.01
1980,25025981502,,,Census Tract 9815.02
1980,25025981600,,,Census Tract 9816
1980,25025981700,,,Census Tract 9817
1980,25025981800,,,Census Tract 9818
1980,25025981900,,,Census Tract 9819
1980,25025990101,,,Census Tract 9901.01
1980,25025999999,1.0,26.0,Census Tract 9999.99
1990,25025000101,92.0,159.0,Census Tract 1.01
1990,25025000102,108.0,186.0,Census Tract 1.02
1990,25025000201,178.0,305.0,Census Tract 2.01
1990,25025000202,218.0,478.0,Census Tract 2.02
1990,25025000301,130.0,224.0,Census Tract 3.01
1990,25025000302,129.0,222.0,Census Tract 3.02
1990,25025000401,154.0,238.0,Census Tract 4.01
1990,25025000402,123.0,218.0,Census Tract 4.02
1990,25025000502,94.0,100.0,Census Tract 5.02
1990,25025000503,65.0,72.0,Census Tract 5.03
1990,25025000505,57.0,63.0,Census Tract 5.05
1990,25025000506,76.0,85.0,Census Tract 5.06
1990,25025000601,149.0,206.0,Census Tract 6.01
1990,25025000603,115.0,207.0,Census Tract 6.03
1990,25025000604,188.0,337.0,Census Tract 6.04
1990,25025000701,133.0,180.0,Census Tract 7.01
1990,25025000703,81.0,124.0,Census Tract 7.03
1990,25025000704,165.0,250.0,Census Tract 7.04
1990,25025000804,166.0,226.0,Census Tract 8.04
1990,25025000805,198.0,272.0,Census Tract 8.05
1990,25025000806,36.0,66.0,Census Tract 8.06
1990,25025000807,33.0,60.0,Census Tract 8.07
1990,25025010103,5.0,29.0,Census Tract 101.03
1990,25025010104,51.0,78.0,Census Tract 101.04
1990,25025010204,69.0,71.0,Census Tract 102.04
1990,25025010205,53.0,56.0,Census Tract 102.05
1990,25025010206,39.0,41.0,Census Tract 102.06
1990,25025010300,65.0,167.0,Census Tract 103
1990,25025010403,68.0,73.0,Census Tract 104.03
1990,25025010404,88.0,96.0,Census Tract 104.04
1990,25025010405,56.0,94.0,Census Tract 104.05
1990,25025010408,31.0,32.0,Census Tract 104.08
1990,25025010500,41.0,52.0,Census Tract 105
1990,25025010600,27.0,15.0,Census Tract 106
1990,25025010701,51.0,55.0,Census Tract 107.01
1990,25025010702,49.0,53.0,Census Tract 107.02
1990,25025010801,63.0,63.0,Census Tract 108.01
1990,25025010802,65.0,66.0,Census Tract 108.02
1990,25025020101,126.0,202.0,Census Tract 201.01
1990,25025020200,54.0,92.0,Census Tract 202
1990,25025020301,58.0,39.0,Census Tract 203.01
1990,25025020302,37.0,24.0,Census Tract 203.02
1990,25025020304,3.0,2.0,Census Tract 203.04
1990,25025020305,45.0,30.0,Census Tract 203.05
1990,25025030100,60.0,47.0,Census Tract 301
1990,25025030200,28.0,60.0,Census Tract 302
1990,25025030301,27.0,29.0,Census Tract 303.01
1990,25025030302,27.0,29.0,Census Tract 303.02
1990,25025030400,58.0,88.0,Census Tract 304
1990,25025030500,41.0,73.0,Census Tract 305
1990,25025040100,68.0,77.0,Census Tract 401
1990,25025040200,125.0,263.0,Census Tract 402
1990,25025040300,259.0,418.0,Census Tract 403
1990,25025040401,138.0,285.0,Census Tract 404.01
1990,25025040600,103.0,167.0,Census Tract 406
1990,25025040801,168.0,331.0,Census Tract 408.01
1990,25025050101,330.0,605.0,Census Tract 501.01
1990,25025050200,321.0,612.0,Census Tract 502
1990,25025050300,147.0,347.0,Census Tract 503
1990,25025050400,119.0,226.0,Census Tract 504
1990,25025050500,94.0,187.0,Census Tract 505
1990,25025050600,122.0,193.0,Census Tract 506
1990,25025050700,239.0,378.0,Census Tract 507
1990,25025050901,227.0,467.0,Census Tract 509.01
1990,25025051000,226.0,504.0,Census Tract 510
1990,25025051101,324.0,634.0,Census Tract 511.01
1990,25025051200,139.0,223.0,Census Tract 512
1990,25025060101,153.0,347.0,Census Tract 601.01
1990,25025060200,122.0,226.0,Census Tract 602
1990,25025060301,169.0,356.0,Census Tract 603.01
1990,25025060400,235.0,496.0,Census Tract 604
1990,25025060501,223.0,360.0,Census Tract 605.01
1990,25025060601,48.0,67.0,Census Tract 606.01
1990,25025060602,3.0,4.0,Census Tract 606.02
1990,25025060603,2.0,3.0,Census Tract 606.03
1990,25025060604,7.0,10.0,Census Tract 606.04
1990,25025060700,117.0,330.0,Census Tract 607
1990,25025060800,216.0,353.0,Census Tract 608
1990,25025061000,174.0,540.0,Census Tract 610
1990,25025061101,143.0,378.0,Census Tract 611.01
1990,25025061201,67.0,147.0,Census Tract 612.01
1990,25025061202,,,Census Tract 612.02
1990,25025061203,17.0,27.0,Census Tract 612.03
1990,25025061204,3.0,5.0,Census Tract 612.04
1990,25025070102,34.0,43.0,Census Tract 701.02
1990,25025070103,2.0,3.0,Census Tract 701.03
1990,25025070104,13.0,16.0,Census Tract 701.04
1990,25025070201,65.0,178.0,Census Tract 702.01
1990,25025070202,143.0,340.0,Census Tract 702.02
1990,25025070301,38.0,64.0,Census Tract 703.01
1990,25025070302,24.0,40.0,Census Tract 703.02
1990,25025070402,119.0,321.0,Census Tract 704.02
1990,25025070501,107.0,273.0,Census Tract 705.01
1990,25025070502,192.0,494.0,Census Tract 705.02
1990,25025070600,82.0,131.0,Census Tract 706
1990,25025070700,110.0,273.0,Census Tract 707
1990,25025070801,33.0,48.0,Census Tract 708.01
1990,25025070802,92.0,133.0,Census Tract 708.02
1990,25025070901,60.0,122.0,Census Tract 709.01
1990,25025070902,100.0,205.0,Census Tract 709.02
1990,25025071101,108.0,162.0,Census Tract 711.01
1990,25025071201,92.0,260.0,Census Tract 712.01
1990,25025080100,187.0,437.0,Census Tract 801
1990,25025080300,263.0,667.0,Census Tract 803
1990,25025080401,365.0,666.0,Census Tract 804.01
1990,25025080500,342.0,671.0,Census Tract 805
1990,25025080601,163.0,330.0,Census Tract 806.01
1990,25025080801,396.0,837.0,Census Tract 808.01
1990,25025080900,139.0,279.0,Census Tract 809
1990,25025081001,325.0,548.0,Census Tract 810.01
1990,25025081101,75.0,113.0,Census Tract 811.01
1990,25025081102,160.0,255.0,Census Tract 811.02
1990,25025081200,356.0,875.0,Census Tract 812
1990,25025081301,156.0,432.0,Census Tract 813.01
1990,25025081302,218.0,603.0,Census Tract 813.02
1990,25025081400,260.0,482.0,Census Tract 814
1990,25025081500,196.0,519.0,Census Tract 815
1990,25025081700,291.0,734.0,Census Tract 817
1990,25025081800,224.0,548.0,Census Tract 818
1990,25025081900,329.0,667.0,Census Tract 819
1990,25025082000,228.0,494.0,Census Tract 820
1990,25025082100,498.0,965.0,Census Tract 821
1990,25025090100,409.0,876.0,Census Tract 901
1990,25025090200,255.0,475.0,Census Tract 902
1990,25025090300,334.0,693.0,Census Tract 903
1990,25025090400,309.0,686.0,Census Tract 904
1990,25025090600,229.0,541.0,Census Tract 906
1990,25025090700,251.0,608.0,Census Tract 907
1990,25025090901,148.0,412.0,Census Tract 909.01
1990,25025091001,193.0,379.0,Census Tract 910.01
1990,25025091100,389.0,740.0,Census Tract 911
1990,25025091200,301.0,588.0,Census Tract 912
1990,25025091300,267.0,678.0,Census Tract 913
1990,25025091400,198.0,444.0,Census Tract 914
1990,25025091500,430.0,1005.0,Census Tract 915
1990,25025091600,248.0,481.0,Census Tract 916
1990,25025091700,342.0,892.0,Census Tract 917
1990,25025091800,434.0,867.0,Census Tract 918
1990,25025091900,438.0,912.0,Census Tract 919
1990,25025092000,445.0,1157.0,Census Tract 920
1990,25025092101,479.0,873.0,Census Tract 921.01
1990,25025092200,246.0,551.0,Census Tract 922
1990,25025092300,297.0,784.0,Census Tract 923
1990,25025092400,632.0,1293.0,Census Tract 924
1990,25025100100,508.0,1131.0,Census Tract 1001
1990,25025100200,308.0,610.0,Census Tract 1002
1990,25025100300,311.0,818.0,Census Tract 1003
1990,25025100400,473.0,1069.0,Census Tract 1004
1990,25025100500,597.0,1220.0,Census Tract 1005
1990,25025100601,406.0,720.0,Census Tract 1006.01
1990,25025100603,95.0,237.0,Census Tract 1006.03
1990,25025100700,291.0,537.0,Census Tract 1007
1990,25025100800,327.0,592.0,Census Tract 1008
1990,25025100900,287.0,636.0,Census Tract 1009
1990,25025101001,473.0,1149.0,Census Tract 1010.01
1990,25025101002,440.0,1033.0,Census Tract 1010.02
1990,25025101101,291.0,825.0,Census Tract 1011.01
1990,25025101102,478.0,1142.0,Census Tract 1011.02
1990,25025110104,175.0,326.0,Census Tract 1101.04
1990,25025110105,202.0,376.0,Census Tract 1101.05
1990,25025110106,117.0,219.0,Census Tract 1101.06
1990,25025110201,160.0,256.0,Census Tract 1102.01
1990,25025110301,163.0,265.0,Census Tract 1103.01
1990,25025110401,336.0,620.0,Census Tract 1104.01
1990,25025110403,330.0,512.0,Census Tract 1104.03
1990,25025110501,237.0,406.0,Census Tract 1105.01
1990,25025110502,290.0,436.0,Census Tract 1105.02
1990,25025110601,141.0,262.0,Census Tract 1106.01
1990,25025110607,335.0,559.0,Census Tract 1106.07
1990,25025120103,84.0,161.0,Census Tract 1201.03
1990,25025120104,125.0,240.0,Census Tract 1201.04
1990,25025120105,135.0,259.0,Census Tract 1201.05
1990,25025120201,309.0,563.0,Census Tract 1202.01
1990,25025120301,484.0,1041.0,Census Tract 1203.01
1990,25025120400,294.0,495.0,Census Tract 1204
1990,25025120500,263.0,519.0,Census Tract 1205
1990,25025120600,156.0,238.0,Census Tract 1206
1990,25025120700,130.0,227.0,Census Tract 1207
1990,25025130101,338.0,481.0,Census Tract 1301.01
1990,25025130200,298.0,581.0,Census Tract 1302
1990,25025130300,275.0,579.0,Census Tract 1303
1990,25025130402,271.0,481.0,Census Tract 1304.02
1990,25025130404,134.0,241.0,Census Tract 1304.04
1990,25025130406,228.0,410.0,Census Tract 1304.06
1990,25025140102,330.0,564.0,Census Tract 1401.02
1990,25025140105,293.0,528.0,Census Tract 1401.05
1990,25025140106,189.0,341.0,Census Tract 1401.06
1990,25025140107,216.0,388.0,Census Tract 1401.07
1990,25025140201,140.0,254.0,Census Tract 1402.01
1990,25025140202,368.0,670.0,Census Tract 1402.02
1990,25025140300,422.0,848.0,Census Tract 1403
1990,25025140400,566.0,1374.0,Census Tract 1404
1990,25025980101,1.0,7.0,Census Tract 9801.01
1990,25025980300,,,Census Tract 9803
1990,25025980700,,,Census Tract 9807
1990,25025980900,,,Census Tract 9809
1990,25025981000,,,Census Tract 9810
1990,25025981100,1.0,23.0,Census Tract 9811
1990,25025981201,,,Census Tract 9812.01
1990,25025981202,,,Census Tract 9812.02
1990,25025981300,,,Census Tract 9813
1990,25025981501,,,Census Tract 9815.01
1990,25025981502,,,Census Tract 9815.02
1990,25025981600,,,Census Tract 9816
1990,25025981700,,,Census Tract 9817
1990,25025981800,,,Census Tract 9818
1990,25025981900,,,Census Tract 9819
1990,25025990101,,,Census Tract 9901.01
1990,25025999999,0.0,0.0,Census Tract 9999.99
2000,25025000101,85.0,160.0,Census Tract 1.01
2000,25025000102,104.0,196.0,Census Tract 1.02
2000,25025000201,146.0,304.0,Census Tract 2.01
2000,25025000202,204.0,543.0,Census Tract 2.02
2000,25025000301,126.0,227.0,Census Tract 3.01
2000,25025000302,106.0,171.0,Census Tract 3.02
2000,25025000401,134.0,279.0,Census Tract 4.01
2000,25025000402,123.0,175.0,Census Tract 4.02
2000,25025000502,58.0,57.0,Census Tract 5.02
2000,25025000503,41.0,70.0,Census Tract 5.03
2000,25025000505,32.0,55.0,Census Tract 5.05
2000,25025000506,44.0,75.0,Census Tract 5.06
2000,25025000601,121.0,213.0,Census Tract 6.01
2000,25025000603,108.0,302.0,Census Tract 6.03
2000,25025000604,131.0,363.0,Census Tract 6.04
2000,25025000701,88.0,162.0,Census Tract 7.01
2000,25025000703,38.0,96.0,Census Tract 7.03
2000,25025000704,76.0,193.0,Census Tract 7.04
2000,25025000804,119.0,250.0,Census Tract 8.04
2000,25025000805,149.0,311.0,Census Tract 8.05
2000,25025000806,60.0,66.0,Census Tract 8.06
2000,25025000807,59.0,66.0,Census Tract 8.07
2000,25025010103,2.0,17.0,Census Tract 101.03
2000,25025010104,33.0,38.0,Census Tract 101.04
2000,25025010204,14.0,27.0,Census Tract 102.04
2000,25025010205,28.0,47.0,Census Tract 102.05
2000,25025010206,19.0,31.0,Census Tract 102.06
2000,25025010300,115.0,266.0,Census Tract 103
2000,25025010403,24.0,50.0,Census Tract 104.03
2000,25025010404,53.0,109.0,Census Tract 104.04
2000,25025010405,53.0,84.0,Census Tract 104.05
2000,25025010408,15.0,26.0,Census Tract 104.08
2000,25025010500,37.0,66.0,Census Tract 105
2000,25025010600,52.0,40.0,Census Tract 106
2000,25025010701,53.0,56.0,Census Tract 107.01
2000,25025010702,61.0,64.0,Census Tract 107.02
2000,25025010801,61.0,82.0,Census Tract 108.01
2000,25025010802,60.0,80.0,Census Tract 108.02
2000,25025020101,132.0,185.0,Census Tract 201.01
2000,25025020200,59.0,110.0,Census Tract 202
2000,25025020301,65.0,74.0,Census Tract 203.01
2000,25025020302,44.0,50.0,Census Tract 203.02
2000,25025020304,5.0,5.0,Census Tract 203.04
2000,25025020305,93.0,105.0,Census Tract 203.05
2000,25025030100,40.0,35.0,Census Tract 301
2000,25025030200,25.0,27.0,Census Tract 302
2000,25025030301,34.0,45.0,Census Tract 303.01
2000,25025030302,40.0,53.0,Census Tract 303.02
2000,25025030400,81.0,95.0,Census Tract 304
2000,25025030500,54.0,78.0,Census Tract 305
2000,25025040100,68.0,106.0,Census Tract 401
2000,25025040200,143.0,381.0,Census Tract 402
2000,25025040300,217.0,434.0,Census Tract 403
2000,25025040401,72.0,268.0,Census Tract 404.01
2000,25025040600,78.0,179.0,Census Tract 406
2000,25025040801,264.0,614.0,Census Tract 408.01
2000,25025050101,332.0,852.0,Census Tract 501.01
2000,25025050200,383.0,871.0,Census Tract 502
2000,25025050300,235.0,594.0,Census Tract 503
2000,25025050400,174.0,344.0,Census Tract 504
2000,25025050500,160.0,257.0,Census Tract 505
2000,25025050600,145.0,262.0,Census Tract 506
2000,25025050700,318.0,584.0,Census Tract 507
2000,25025050901,279.0,588.0,Census Tract 509.01
2000,25025051000,158.0,623.0,Census Tract 510
2000,25025051101,372.0,1013.0,Census Tract 511.01
2000,25025051200,178.0,327.0,Census Tract 512
2000,25025060101,112.0,327.0,Census Tract 601.01
2000,25025060200,104.0,221.0,Census Tract 602
2000,25025060301,99.0,303.0,Census Tract 603.01
2000,25025060400,170.0,448.0,Census Tract 604
2000,25025060501,120.0,365.0,Census Tract 605.01
2000,25025060601,37.0,71.0,Census Tract 606.01
2000,25025060602,2.0,4.0,Census Tract 606.02
2000,25025060603,,,Census Tract 606.03
2000,25025060604,10.0,20.0,Census Tract 606.04
2000,25025060700,136.0,410.0,Census Tract 607
2000,25025060800,147.0,463.0,Census Tract 608
2000,25025061000,277.0,694.0,Census Tract 610
2000,25025061101,213.0,427.0,Census Tract 611.01
2000,25025061201,56.0,131.0,Census Tract 612.01
2000,25025061202,,,Census Tract 612.02
2000,25025061203,14.0,34.0,Census Tract 612.03
2000,25025061204,3.0,7.0,Census Tract 612.04
2000,25025070102,27.0,71.0,Census Tract 701.02
2000,25025070103,,,Census Tract 701.03
2000,25025070104,14.0,32.0,Census Tract 701.04
2000,25025070201,66.0,190.0,Census Tract 702.01
2000,25025070202,86.0,244.0,Census Tract 702.02
2000,25025070301,40.0,54.0,Census Tract 703.01
2000,25025070302,28.0,39.0,Census Tract 703.02
2000,25025070402,97.0,390.0,Census Tract 704.02
2000,25025070501,84.0,202.0,Census Tract 705.01
2000,25025070502,150.0,359.0,Census Tract 705.02
2000,25025070600,69.0,77.0,Census Tract 706
2000,25025070700,79.0,287.0,Census Tract 707
2000,25025070801,31.0,45.0,Census Tract 708.01
2000,25025070802,81.0,116.0,Census Tract 708.02
2000,25025070901,33.0,112.0,Census Tract 709.01
2000,25025070902,70.0,235.0,Census Tract 709.02
2000,25025071101,101.0,177.0,Census Tract 711.01
2000,25025071201,56.0,141.0,Census Tract 712.01
2000,25025080100,146.0,406.0,Census Tract 801
2000,25025080300,177.0,404.0,Census Tract 803
2000,25025080401,193.0,570.0,Census Tract 804.01
2000,25025080500,245.0,598.0,Census Tract 805
2000,25025080601,153.0,454.0,Census Tract 806.01
2000,25025080801,96.0,299.0,Census Tract 808.01
2000,25025080900,93.0,238.0,Census Tract 809
2000,25025081001,185.0,667.0,Census Tract 810.01
2000,25025081101,41.0,93.0,Census Tract 811.01
2000,25025081102,93.0,209.0,Census Tract 811.02
2000,25025081200,269.0,797.0,Census Tract 812
2000,25025081301,129.0,411.0,Census Tract 813.01
2000,25025081302,158.0,505.0,Census Tract 813.02
2000,25025081400,166.0,514.0,Census Tract 814
2000,25025081500,101.0,329.0,Census Tract 815
2000,25025081700,265.0,923.0,Census Tract 817
2000,25025081800,223.0,631.0,Census Tract 818
2000,25025081900,244.0,775.0,Census Tract 819
2000,25025082000,207.0,617.0,Census Tract 820
2000,25025082100,379.0,1058.0,Census Tract 821
2000,25025090100,366.0,1215.0,Census Tract 901
2000,25025090200,221.0,598.0,Census Tract 902
2000,25025090300,317.0,917.0,Census Tract 903
2000,25025090400,304.0,876.0,Census Tract 904
2000,25025090600,152.0,540.0,Census Tract 906
2000,25025090700,221.0,642.0,Census Tract 907
2000,25025090901,189.0,572.0,Census Tract 909.01
2000,25025091001,169.0,424.0,Census Tract 910.01
2000,25025091100,314.0,916.0,Census Tract 911
2000,25025091200,233.0,784.0,Census Tract 912
2000,25025091300,201.0,655.0,Census Tract 913
2000,25025091400,164.0,572.0,Census Tract 914
2000,25025091500,398.0,1217.0,Census Tract 915
2000,25025091600,303.0,804.0,Census Tract 916
