YEAR,GEOID,median_nom_R1F,median_nom_RCD,median_adj_R1F,median_adj_RCD,count_R1F,count_RCD,NAME
2004,Roslindale,369450.0,299000.0,595931.0,482294.0,182.0,203.0,Roslindale
2004,Roxbury,315000.0,283000.0,508102.5,456485.0,48.0,199.0,Roxbury
2004,South Boston,380000.0,330000.0,612949.0,532298.0,107.0,792.0,South Boston
2004,South Boston Waterfront,,545000.0,,879097.0,0.0,101.0,South Boston Waterfront
2004,South End,1043750.0,483812.5,1683592.5,780400.5,26.0,850.0,South End
2004,West End,,377000.0,,608110.0,0.0,87.0,West End
2004,West Roxbury,419900.0,245000.0,677308.0,395191.0,341.0,187.0,West Roxbury
2005,Allston,462500.0,310000.0,721576.0,483651.0,23.0,257.0,Allston
2005,Back Bay,2625000.0,655000.0,4095430.0,1021907.0,5.0,649.0,Back Bay
2005,Beacon Hill,2037500.0,450112.0,3178834.0,702248.0,22.0,219.0,Beacon Hill
2005,Brighton,483000.0,278000.0,753559.0,433726.0,61.0,628.0,Brighton
2005,Charlestown,560000.0,444500.0,873692.0,693493.0,65.0,504.0,Charlestown
2005,Chinatown,,525000.0,,819086.0,0.0,5.0,Chinatown
2005,Dorchester,365000.0,280000.0,569460.0,436846.0,213.0,591.0,Dorchester
2005,Downtown,,645000.0,,1006306.0,0.0,469.0,Downtown
2005,East Boston,332500.0,260287.0,518754.5,406090.5,62.0,318.0,East Boston
2005,Fenway,1250250.0,325000.0,1950595.0,507053.0,2.0,319.0,Fenway
2005,Hyde Park,350000.0,288450.0,546057.0,450029.5,290.0,106.0,Hyde Park
2005,Jamaica Plain,500000.0,318500.0,780082.0,496912.0,93.0,616.0,Jamaica Plain
2005,Longwood,,265000.0,,413443.5,0.0,20.0,Longwood
2005,Mattapan,330000.0,222000.0,514854.0,346356.0,97.0,79.0,Mattapan
2005,Mission Hill,602000.0,287500.0,939218.5,448547.0,6.0,42.0,Mission Hill
2005,North End,577000.0,450500.0,900215.0,702854.0,1.0,216.0,North End
2005,Roslindale,376000.0,299950.0,586621.5,467971.0,168.0,212.0,Roslindale
2005,Roxbury,310000.0,280000.0,483651.0,436846.0,46.0,228.0,Roxbury
2005,South Boston,406500.0,340000.0,634206.5,530456.0,72.0,654.0,South Boston
2005,South Boston Waterfront,,645000.0,,1006306.0,0.0,67.0,South Boston Waterfront
2005,South End,1102500.0,530000.0,1720081.0,826887.0,28.0,717.0,South End
2005,West End,,401000.0,,625626.0,0.0,68.0,West End
2005,West Roxbury,437625.0,282250.0,682767.0,440356.0,288.0,178.0,West Roxbury
2006,Allston,420000.0,300000.0,634792.0,453423.0,11.0,179.0,Allston
2006,Back Bay,3325000.0,599000.0,5025434.0,905334.0,5.0,485.0,Back Bay
2006,Beacon Hill,2010000.0,450000.0,3037932.0,680134.0,22.0,174.0,Beacon Hill
2006,Brighton,452000.0,274000.0,683157.0,414126.0,45.0,477.0,Brighton
2006,Charlestown,641000.0,429000.0,968813.0,648394.0,37.0,344.0,Charlestown
2006,Chinatown,,353750.0,,534661.0,0.0,8.0,Chinatown
2006,Dorchester,345000.0,291000.0,521436.0,439820.0,191.0,785.0,Dorchester
2006,Downtown,2085000.0,640000.0,3151287.0,967302.0,1.0,489.0,Downtown
2006,East Boston,324000.0,250000.0,489696.0,377852.0,37.0,215.0,East Boston
2006,Fenway,1175000.0,342000.0,1775905.0,516902.0,1.0,281.0,Fenway
2006,Hyde Park,337000.0,296000.0,509345.0,447377.0,226.0,81.0,Hyde Park
2006,Jamaica Plain,509000.0,319500.0,769307.5,482895.0,76.0,496.0,Jamaica Plain
2006,Longwood,,276200.0,,417451.0,0.0,16.0,Longwood
2006,Mattapan,326500.0,265000.0,493475.0,400523.0,72.0,71.0,Mattapan
2006,Mission Hill,500000.0,295000.0,755704.5,445866.0,6.0,49.0,Mission Hill
2006,North End,681250.0,500000.0,1029647.0,755704.0,1.0,220.0,North End
2006,Roslindale,372500.0,287500.0,562999.5,434530.0,130.0,199.0,Roslindale
2006,Roxbury,316000.0,284750.0,477605.5,430373.5,46.0,250.0,Roxbury
2006,South Boston,381500.0,342000.0,576602.5,516902.0,74.0,677.0,South Boston
2006,South Boston Waterfront,,632000.0,,955210.5,0.0,36.0,South Boston Waterfront
2006,South End,1139500.0,486000.0,1722250.0,734545.0,18.0,771.0,South End
2006,West End,,400000.0,,604563.0,0.0,69.0,West End
2006,West Roxbury,400000.0,252200.0,604563.0,381177.0,291.0,116.0,West Roxbury
2007,Allston,430000.0,272500.0,632036.0,400534.5,7.0,130.0,Allston
2007,Back Bay,2025000.0,644750.0,2976447.0,947686.5,3.0,494.0,Back Bay
2007,Beacon Hill,2136000.0,492500.0,3139601.0,723901.5,17.0,174.0,Beacon Hill
2007,Brighton,465000.0,265000.0,683480.0,389510.0,43.0,512.0,Brighton
2007,Charlestown,627000.0,435000.0,921596.5,639385.0,64.0,366.0,Charlestown
2007,Chinatown,,417500.0,,613663.0,0.0,13.0,Chinatown
2007,Dorchester,330000.0,275000.0,485051.0,404209.0,175.0,716.0,Dorchester
2007,Downtown,,760000.0,,1117086.0,0.0,283.0,Downtown
2007,East Boston,267500.0,271200.0,393185.0,398623.5,38.0,188.0,East Boston
2007,Fenway,,315000.0,,463003.0,0.0,312.0,Fenway
2007,Hyde Park,315000.0,240000.0,463003.0,352764.0,170.0,93.0,Hyde Park
2007,Jamaica Plain,475700.0,329750.0,699208.0,484683.5,89.0,478.0,Jamaica Plain
2007,Longwood,,250000.0,,367463.0,0.0,17.0,Longwood
2007,Mattapan,290000.0,261000.0,426257.0,383631.0,40.0,65.0,Mattapan
2007,Mission Hill,652500.0,315000.0,959077.5,463003.0,6.0,49.0,Mission Hill
2007,North End,,472000.0,,693769.0,0.0,189.0,North End
2007,Roslindale,365000.0,293250.0,536495.0,431033.5,119.0,144.0,Roslindale
2007,Roxbury,295000.0,286000.0,433606.0,420377.0,31.0,211.0,Roxbury
2007,South Boston,392000.0,362500.0,576181.0,532821.0,71.0,717.0,South Boston
2007,South Boston Waterfront,,597500.0,,878235.5,0.0,46.0,South Boston Waterfront
2007,South End,1230000.0,550000.0,1807916.0,808418.0,18.0,755.0,South End
2007,West End,,370000.0,,543844.5,0.0,60.0,West End
2007,West Roxbury,407500.0,245000.0,598964.0,360113.0,286.0,119.0,West Roxbury
2008,Allston,250000.0,254500.0,353809.0,360177.5,9.0,80.0,Allston
2008,Back Bay,1655000.0,750000.0,2342213.0,1061426.0,4.0,407.0,Back Bay
2008,Beacon Hill,2125000.0,493900.0,3007373.0,698984.5,15.0,192.0,Beacon Hill
2008,Brighton,466000.0,277250.0,659499.0,392374.0,31.0,334.0,Brighton
2008,Charlestown,590000.0,415000.0,834988.0,587322.0,55.0,274.0,Charlestown
2008,Chinatown,,535000.0,,757150.5,0.0,8.0,Chinatown
2008,Dorchester,270000.0,225000.0,382113.0,318428.0,174.0,551.0,Dorchester
2008,Downtown,,592500.0,,838526.0,0.0,249.0,Downtown
2008,East Boston,215000.0,230000.0,304275.0,325504.0,43.0,119.0,East Boston
2008,Fenway,1157500.0,365000.0,1638134.0,516561.0,2.0,239.0,Fenway
2008,Hyde Park,270500.0,227500.0,382821.0,321966.0,134.0,52.0,Hyde Park
2008,Jamaica Plain,488500.0,334000.0,691342.0,472688.0,64.0,362.0,Jamaica Plain
2008,Longwood,,250000.0,,353809.0,0.0,7.0,Longwood
2008,Mattapan,232500.0,157125.0,329042.0,222369.0,37.0,38.0,Mattapan
2008,Mission Hill,562500.0,325500.0,796069.5,460659.0,4.0,58.0,Mission Hill
2008,North End,800000.0,596250.0,1132188.0,843833.5,1.0,212.0,North End
2008,Roslindale,380000.0,277500.0,537789.0,392728.0,91.0,104.0,Roslindale
2008,Roxbury,215000.0,259500.0,304275.0,367253.5,25.0,160.0,Roxbury
2008,South Boston,395000.0,365000.0,559018.0,516561.0,47.0,521.0,South Boston
2008,South Boston Waterfront,,507000.0,,717524.0,0.0,33.0,South Boston Waterfront
2008,South End,1379000.0,570000.0,1951608.0,806684.0,17.0,752.0,South End
2008,West End,,350000.0,,495332.0,0.0,82.0,West End
2008,West Roxbury,364250.0,255000.0,515499.0,360885.0,216.0,93.0,West Roxbury
2009,Allston,377500.0,277000.0,536243.5,393482.0,8.0,89.0,Allston
2009,Back Bay,2475000.0,659531.0,3515769.5,936872.0,2.0,308.0,Back Bay
2009,Beacon Hill,2500000.0,527500.0,3551282.0,749321.0,17.0,155.0,Beacon Hill
2009,Brighton,404500.0,259000.0,574597.5,367913.0,28.0,293.0,Brighton
2009,Charlestown,533000.0,403600.0,757133.0,573319.0,54.0,248.0,Charlestown
2009,Chinatown,,385000.0,,546897.0,0.0,23.0,Chinatown
2009,Dorchester,271500.0,120000.0,385669.0,170462.0,154.0,525.0,Dorchester
2009,Downtown,,555000.0,,788385.0,0.0,189.0,Downtown
2009,East Boston,180000.0,219500.0,255692.0,311802.5,47.0,122.0,East Boston
2009,Fenway,835000.0,365000.0,1186128.0,518487.0,1.0,179.0,Fenway
2009,Hyde Park,250000.0,147000.0,355128.0,208815.0,142.0,49.0,Hyde Park
2009,Jamaica Plain,529500.0,315000.0,752161.5,447462.0,66.0,366.0,Jamaica Plain
2009,Longwood,,230050.0,,326789.0,0.0,8.0,Longwood
2009,Mattapan,162650.0,70000.0,231046.5,99436.0,44.0,44.0,Mattapan
2009,Mission Hill,663500.0,275000.0,942510.0,390641.0,4.0,43.0,Mission Hill
2009,North End,825000.0,475000.0,1171923.0,674744.0,1.0,124.0,North End
2009,Roslindale,339000.0,265000.0,481554.0,376436.0,91.0,143.0,Roslindale
2009,Roxbury,136000.0,156608.0,193190.0,222464.0,23.0,111.0,Roxbury
2009,South Boston,369000.0,341500.0,524169.0,485105.0,49.0,529.0,South Boston
2009,South Boston Waterfront,,420000.0,,596615.0,0.0,43.0,South Boston Waterfront
2009,South End,1340000.0,545500.0,1903487.0,774889.5,19.0,586.0,South End
2009,West End,,353750.0,,502506.5,0.0,60.0,West End
2009,West Roxbury,383000.0,285000.0,544056.0,404846.0,211.0,116.0,West Roxbury
2010,Allston,431250.0,240724.0,602484.5,336307.0,8.0,96.0,Allston
2010,Back Bay,2606000.0,774500.0,3640753.0,1082027.0,5.0,406.0,Back Bay
2010,Beacon Hill,2320000.0,499750.0,3241192.0,698183.5,25.0,148.0,Beacon Hill
2010,Brighton,390000.0,255000.0,544856.0,356252.0,31.0,304.0,Brighton
2010,Charlestown,664500.0,426500.0,928350.5,595848.5,56.0,256.0,Charlestown
2010,Chinatown,,380000.0,,530885.0,0.0,15.0,Chinatown
2010,Dorchester,277000.0,160000.0,386987.0,223530.0,141.0,472.0,Dorchester
2010,Downtown,1062000.0,640000.0,1483684.0,894122.0,1.0,211.0,Downtown
2010,East Boston,204325.0,212250.0,285455.5,296527.0,30.0,80.0,East Boston
2010,Fenway,,372000.0,,519708.0,0.0,171.0,Fenway
2010,Hyde Park,270000.0,175000.0,377208.0,244486.0,135.0,58.0,Hyde Park
2010,Jamaica Plain,485000.0,325000.0,677577.0,454046.0,67.0,343.0,Jamaica Plain
2010,Longwood,,298500.0,,417024.0,0.0,10.0,Longwood
2010,Mattapan,208000.0,77750.0,290590.0,108622.0,46.0,36.0,Mattapan
2010,Mission Hill,745000.0,319000.0,1040814.0,445664.0,2.0,56.0,Mission Hill
2010,North End,,443000.0,,618900.0,0.0,137.0,North End
2010,Roslindale,347000.0,268750.0,484782.0,375461.5,105.0,108.0,Roslindale
2010,Roxbury,180000.0,142722.0,251472.0,199392.0,36.0,120.0,Roxbury
2010,South Boston,442500.0,362000.0,618201.5,505738.0,54.0,573.0,South Boston
2010,South Boston Waterfront,,535000.0,,747430.0,0.0,52.0,South Boston Waterfront
2010,South End,1625000.0,582000.0,2270232.0,813092.0,16.0,561.0,South End
2010,West End,,387750.0,,541712.5,0.0,34.0,West End
2010,West Roxbury,412500.0,259000.0,576290.0,361840.0,221.0,83.0,West Roxbury
2011,Allston,385000.0,252500.0,521607.0,342093.0,15.0,82.0,Allston
2011,Back Bay,4300000.0,772500.0,5825745.0,1046602.0,7.0,368.0,Back Bay
2011,Beacon Hill,2202500.0,479750.0,2984001.0,649977.0,24.0,164.0,Beacon Hill
2011,Brighton,367500.0,260000.0,497898.0,352254.0,36.0,299.0,Brighton
2011,Charlestown,648500.0,425000.0,878603.5,575800.0,54.0,252.0,Charlestown
2011,Chinatown,,385000.0,,521607.0,0.0,11.0,Chinatown
2011,Dorchester,265000.0,202750.0,359028.0,274690.5,126.0,308.0,Dorchester
2011,Downtown,,757000.0,,1025602.0,0.0,215.0,Downtown
2011,East Boston,185000.0,227500.0,250643.0,308222.5,35.0,62.0,East Boston
2011,Fenway,1125000.0,330000.0,1524177.0,447092.0,3.0,188.0,Fenway
2011,Hyde Park,248000.0,175000.0,335996.0,237094.0,113.0,60.0,Hyde Park
2011,Jamaica Plain,525166.5,318000.0,711508.5,430834.0,48.0,301.0,Jamaica Plain
2011,Longwood,,305000.0,,413221.0,0.0,7.0,Longwood
2011,Mattapan,209900.0,151500.0,284377.5,205256.0,36.0,36.0,Mattapan
2011,Mission Hill,,290000.0,,392899.0,0.0,32.0,Mission Hill
2011,North End,737500.0,478958.0,999183.0,648904.0,2.0,126.0,North End
2011,Roslindale,350500.0,260000.0,474866.0,352254.0,86.0,95.0,Roslindale
2011,Roxbury,200000.0,260000.0,270965.0,352254.0,25.0,107.0,Roxbury
2011,South Boston,400000.0,370000.0,541930.0,501285.0,61.0,526.0,South Boston
2011,South Boston Waterfront,,565000.0,,765476.0,0.0,48.0,South Boston Waterfront
2011,South End,1671250.0,590500.0,2264250.5,800023.5,30.0,532.0,South End
2011,West End,,366250.0,,496204.5,0.0,52.0,West End
2011,West Roxbury,385000.0,263750.0,521607.0,357335.0,194.0,76.0,West Roxbury
2012,Allston,391000.0,226500.0,518892.5,300586.0,14.0,96.0,Allston
2012,Back Bay,3520000.0,750000.0,4671359.0,995318.0,6.0,460.0,Back Bay
2012,Beacon Hill,1950000.0,512250.0,2587827.0,679802.0,23.0,192.0,Beacon Hill
2012,Brighton,430000.0,262500.0,570649.0,348361.5,47.0,336.0,Brighton
2012,Charlestown,637500.0,444800.0,846020.0,590290.0,81.0,347.0,Charlestown
2012,Chinatown,,552500.0,,733217.5,0.0,16.0,Chinatown
2012,Dorchester,291000.0,217000.0,386183.5,287979.0,160.0,355.0,Dorchester
2012,Downtown,2800000.0,780000.0,3715854.0,1035131.0,1.0,299.0,Downtown
2012,East Boston,270000.0,203000.0,358314.0,269399.0,30.0,113.0,East Boston
2012,Fenway,2250000.0,380000.0,2985954.0,504294.0,1.0,231.0,Fenway
2012,Hyde Park,265000.0,137500.0,351679.0,182475.0,175.0,52.0,Hyde Park
2012,Jamaica Plain,530500.0,345000.0,704021.5,457846.0,78.0,373.0,Jamaica Plain
2012,Longwood,,260000.0,,345044.0,0.0,11.0,Longwood
2012,Mattapan,201500.0,232250.0,267408.5,308217.0,42.0,26.0,Mattapan
2012,Mission Hill,678250.0,320000.0,900099.5,424669.0,2.0,39.0,Mission Hill
2012,North End,960000.0,515000.0,1274007.0,683452.0,1.0,183.0,North End
2012,Roslindale,325000.0,243500.0,431304.0,323147.0,123.0,103.0,Roslindale
2012,Roxbury,217115.0,218750.0,288131.5,290301.0,34.0,86.0,Roxbury
2012,South Boston,425000.0,396000.0,564014.0,525528.0,85.0,711.0,South Boston
2012,South Boston Waterfront,,680000.0,,902422.0,0.0,53.0,South Boston Waterfront
2012,South End,1600000.0,619000.0,2123345.0,821469.0,27.0,620.0,South End
2012,West End,,415000.0,,550743.0,0.0,57.0,West End
2012,West Roxbury,391000.0,269987.0,518892.0,358297.0,257.0,121.0,West Roxbury
2013,Allston,600000.0,275000.0,784635.0,359624.0,11.0,114.0,Allston
2013,Back Bay,4900000.0,808750.0,6407854.0,1057623.0,9.0,384.0,Back Bay
2013,Beacon Hill,2130000.0,560000.0,2785454.5,732326.0,30.0,156.0,Beacon Hill
2013,Brighton,453750.0,300000.0,593380.0,392318.0,60.0,438.0,Brighton
2013,Charlestown,700000.0,495000.0,915408.0,647324.0,79.0,431.0,Charlestown
2013,Chinatown,,436250.0,,570495.5,0.0,12.0,Chinatown
2013,Dorchester,315000.0,284000.0,411933.0,371394.0,160.0,396.0,Dorchester
2013,Downtown,869000.0,952500.0,1136413.0,1245608.5,1.0,424.0,Downtown
2013,East Boston,295000.0,300000.0,385779.0,392318.0,51.0,98.0,East Boston
2013,Fenway,,415000.0,,542706.0,0.0,257.0,Fenway
2013,Hyde Park,307000.0,173000.0,401471.5,226236.5,156.0,48.0,Hyde Park
2013,Jamaica Plain,610000.0,362000.0,797712.0,473397.0,91.0,401.0,Jamaica Plain
2013,Longwood,,305250.0,,399183.0,0.0,10.0,Longwood
2013,Mattapan,260000.0,264000.0,340009.0,345239.5,47.0,34.0,Mattapan
2013,Mission Hill,467250.0,317000.0,611034.5,414548.5,2.0,40.0,Mission Hill
2013,North End,,495000.0,,647324.0,0.0,187.0,North End
2013,Roslindale,400000.0,292500.0,523090.0,382510.0,154.0,141.0,Roslindale
2013,Roxbury,185500.0,294000.0,242583.0,384471.0,55.0,109.0,Roxbury
2013,South Boston,505000.0,440750.0,660401.0,576380.0,95.0,738.0,South Boston
2013,South Boston Waterfront,,608000.0,,795097.0,0.0,32.0,South Boston Waterfront
2013,South End,1705000.0,673000.0,2229671.5,880099.0,36.0,669.0,South End
2013,West End,,439000.0,,574091.0,0.0,55.0,West End
2013,West Roxbury,415000.0,242500.0,542706.0,317123.5,292.0,104.0,West Roxbury
2014,Allston,520000.0,306000.0,669387.0,393909.0,15.0,95.0,Allston
2014,Back Bay,5445000.0,897000.0,7009259.0,1154693.5,9.0,360.0,Back Bay
2014,Beacon Hill,3125000.0,627500.0,4022761.0,807770.5,24.0,154.0,Beacon Hill
2014,Brighton,520000.0,325000.0,669387.0,418367.0,47.0,348.0,Brighton
2014,Charlestown,670000.0,527500.0,862480.0,679042.0,69.0,298.0,Charlestown
2014,Chinatown,,651000.0,,838021.5,0.0,6.0,Chinatown
2014,Dorchester,351000.0,290000.0,451836.5,373312.0,192.0,427.0,Dorchester
2014,Downtown,,1065750.0,,1371922.0,0.0,364.0,Downtown
2014,East Boston,335000.0,310000.0,431240.0,399058.0,40.0,156.0,East Boston
2014,Fenway,,510875.0,,657641.0,0.0,220.0,Fenway
2014,Hyde Park,325000.0,198750.0,418367.0,255847.5,150.0,46.0,Hyde Park
2014,Jamaica Plain,682000.0,401000.0,877927.0,516201.0,79.0,391.0,Jamaica Plain
2014,Longwood,,370000.0,,476295.0,0.0,5.0,Longwood
2014,Mattapan,255000.0,415000.0,328257.0,534223.0,32.0,49.0,Mattapan
2014,Mission Hill,637700.0,370000.0,820901.0,476295.0,6.0,51.0,Mission Hill
2014,North End,3067000.0,609000.0,3948098.0,783956.0,1.0,167.0,North End
2014,Roslindale,436000.0,320000.0,561255.5,411931.0,130.0,162.0,Roslindale
2014,Roxbury,310000.0,360000.0,399058.0,463422.0,33.0,86.0,Roxbury
2014,South Boston,540000.0,488000.0,695133.0,628194.0,98.0,711.0,South Boston
2014,South Boston Waterfront,,790000.0,,1016954.0,0.0,53.0,South Boston Waterfront
2014,South End,2650000.0,739000.0,3411301.0,951302.0,21.0,589.0,South End
2014,West End,,449000.0,,577990.0,0.0,43.0,West End
2014,West Roxbury,445250.0,280000.0,573163.0,360439.0,236.0,104.0,West Roxbury
2015,Allston,761500.0,375000.0,979026.0,482120.0,2.0,110.0,Allston
2015,Back Bay,4250000.0,1075000.0,5464029.5,1382078.0,8.0,367.0,Back Bay
2015,Beacon Hill,2700000.0,635000.0,3471266.0,816390.0,23.0,171.0,Beacon Hill
2015,Brighton,600000.0,360000.0,771392.0,462835.0,48.0,354.0,Brighton
2015,Charlestown,878500.0,578000.0,1129447.0,743108.0,74.0,387.0,Charlestown
2015,Chinatown,,550000.0,,707110.0,0.0,15.0,Chinatown
2015,Dorchester,387500.0,340000.0,498191.0,437122.0,209.0,439.0,Dorchester
2015,Downtown,880500.0,918000.0,1132018.5,1180230.0,2.0,275.0,Downtown
2015,East Boston,375000.0,340250.0,482120.0,437443.5,47.0,166.0,East Boston
2015,Fenway,2112500.0,522900.0,2715944.0,672268.0,2.0,155.0,Fenway
2015,Hyde Park,350000.0,212500.0,449979.0,273201.0,163.0,45.0,Hyde Park
2015,Jamaica Plain,792000.0,436000.0,1018238.0,560545.0,80.0,451.0,Jamaica Plain
2015,Longwood,,290000.0,,372840.0,0.0,1.0,Longwood
2015,Mattapan,300000.0,480000.0,385696.0,617114.0,51.0,45.0,Mattapan
2015,Mission Hill,775000.0,443000.0,996381.5,569544.5,2.0,34.0,Mission Hill
2015,North End,3600000.0,605000.0,4628354.0,777821.0,1.0,161.0,North End
2015,Roslindale,450000.0,357000.0,578544.0,458978.0,140.0,185.0,Roslindale
2015,Roxbury,401050.0,427500.0,515611.5,549617.0,40.0,91.0,Roxbury
2015,South Boston,579000.0,548150.5,744393.5,704732.0,86.0,718.0,South Boston
2015,South Boston Waterfront,,1577962.5,,2028713.5,0.0,134.0,South Boston Waterfront
2015,South End,2235000.0,806000.0,2873436.5,1036237.0,34.0,672.0,South End
2015,West End,,527000.0,,677540.0,0.0,56.0,West End
2015,West Roxbury,455500.0,322000.0,585615.5,413981.0,286.0,121.0,West Roxbury
2016,Allston,693806.0,415000.0,880844.5,526877.0,10.0,85.0,Allston
2016,Back Bay,4285000.0,984500.0,5440164.5,1249905.0,8.0,408.0,Back Bay
2016,Beacon Hill,3350000.0,710000.0,4253104.0,901404.0,18.0,149.0,Beacon Hill
2016,Brighton,670000.0,400000.0,850621.0,507833.0,47.0,340.0,Brighton
2016,Charlestown,1010200.0,624164.0,1282533.0,792428.0,70.0,381.0,Charlestown
2016,Chinatown,1195000.0,665000.0,1517152.0,844273.0,1.0,4.0,Chinatown
2016,Dorchester,409500.0,379000.0,519894.5,481172.0,224.0,461.0,Dorchester
2016,Downtown,2280000.0,1502500.0,2894650.0,1907549.0,1.0,690.0,Downtown
2016,East Boston,415000.0,407500.0,526877.0,517355.0,46.0,212.0,East Boston
2016,Fenway,,550000.0,,698271.0,0.0,171.0,Fenway
2016,Hyde Park,364900.0,247000.0,463271.0,313587.0,195.0,71.0,Hyde Park
2016,Jamaica Plain,750000.0,500000.0,952188.0,634792.0,102.0,436.0,Jamaica Plain
2016,Longwood,,347550.0,,441243.5,0.0,4.0,Longwood
2016,Mattapan,330000.0,340000.0,418962.0,431658.0,55.0,59.0,Mattapan
2016,Mission Hill,817500.0,542400.0,1037884.0,688622.0,3.0,66.0,Mission Hill
2016,North End,688000.0,655000.0,873473.5,831577.0,2.0,183.0,North End
2016,Roslindale,510000.0,388750.0,647488.0,493550.5,115.0,216.0,Roslindale
2016,Roxbury,469330.0,370000.0,595853.5,469746.0,40.0,123.0,Roxbury
2016,South Boston,661250.0,631750.0,839512.0,802059.0,116.0,712.0,South Boston
2016,South Boston Waterfront,,845000.0,,1072798.0,0.0,88.0,South Boston Waterfront
2016,South End,2750000.0,880000.0,3491354.0,1117233.0,27.0,615.0,South End
2016,West End,,540000.0,,685575.0,0.0,48.0,West End
2016,West Roxbury,515000.0,344000.0,653835.0,436736.5,301.0,124.0,West Roxbury
2017,Allston,575000.0,417500.0,714820.0,519022.0,9.0,94.0,Allston
2017,Back Bay,4871250.0,1140000.0,6055772.5,1417209.5,8.0,344.0,Back Bay
2017,Beacon Hill,3400000.0,830000.0,4226765.0,1031828.0,17.0,157.0,Beacon Hill
2017,Brighton,640000.0,423500.0,795626.0,526481.0,41.0,306.0,Brighton
2017,Charlestown,960000.0,664500.0,1193439.0,826084.0,69.0,322.0,Charlestown
2017,Chinatown,,617800.0,,768028.0,0.0,14.0,Chinatown
2017,Dorchester,475000.0,432500.0,590504.0,537669.5,172.0,548.0,Dorchester
2017,Downtown,,1240000.0,,1541526.0,0.0,295.0,Downtown
2017,East Boston,455000.0,455000.0,565641.0,565641.0,71.0,275.0,East Boston
2017,Fenway,2162500.0,638500.0,2688347.0,793761.5,1.0,204.0,Fenway
2017,Hyde Park,390000.0,249450.0,484835.0,310108.0,175.0,64.0,Hyde Park
2017,Jamaica Plain,873000.0,525000.0,1085284.0,652662.0,74.0,417.0,Jamaica Plain
2017,Longwood,,540750.0,,672242.0,0.0,6.0,Longwood
2017,Mattapan,378000.0,337250.0,469916.5,419257.5,58.0,44.0,Mattapan
2017,Mission Hill,916000.0,245700.0,1138740.0,305446.0,3.0,75.0,Mission Hill
2017,North End,1025000.0,729500.0,1274245.0,906889.5,5.0,144.0,North End
2017,Roslindale,540000.0,435000.0,671310.0,540777.0,109.0,169.0,Roslindale
2017,Roxbury,430000.0,460000.0,534561.0,571856.0,29.0,107.0,Roxbury
2017,South Boston,800000.0,650000.0,994533.0,808058.0,93.0,743.0,South Boston
2017,South Boston Waterfront,,993750.0,,1235396.0,0.0,48.0,South Boston Waterfront
2017,South End,2600000.0,930000.0,3232232.0,1156144.0,33.0,579.0,South End
2017,West End,,725000.0,,901295.0,0.0,79.0,West End
2017,West Roxbury,575000.0,362275.0,714820.0,450368.0,299.0,136.0,West Roxbury
2018,Allston,742500.0,554900.0,900994.5,673349.5,12.0,92.0,Allston
2018,Back Bay,5000000.0,1260000.0,6067304.0,1528961.0,7.0,353.0,Back Bay
2018,Beacon Hill,3158250.0,750000.0,3832412.5,910096.0,20.0,157.0,Beacon Hill
2018,Brighton,700000.0,479104.0,849423.0,581373.5,43.0,408.0,Brighton
2018,Charlestown,990000.0,707000.0,1201326.0,857917.0,65.0,327.0,Charlestown
2018,Chinatown,,204600.0,,248274.0,0.0,63.0,Chinatown
2018,Dorchester,535500.0,475000.0,649808.5,576394.0,184.0,486.0,Dorchester
2018,Downtown,,985000.0,,1195259.0,0.0,321.0,Downtown
2018,East Boston,558500.0,499900.0,677718.0,606609.0,66.0,274.0,East Boston
2018,Fenway,,927885.0,,1125952.0,0.0,253.0,Fenway
2018,Hyde Park,440000.0,315000.0,533923.0,382240.0,199.0,106.0,Hyde Park
2018,Jamaica Plain,950000.0,605000.0,1152788.0,734144.0,90.0,421.0,Jamaica Plain
2018,Longwood,,469750.0,,570023.5,0.0,8.0,Longwood
2018,Mattapan,400000.0,450000.0,485384.0,546057.0,61.0,55.0,Mattapan
2018,Mission Hill,795000.0,567500.0,964701.0,688639.0,1.0,26.0,Mission Hill
2018,North End,,689000.0,,836074.0,0.0,156.0,North End
2018,Roslindale,631750.0,462500.0,766604.0,561226.0,122.0,187.0,Roslindale
2018,Roxbury,457500.0,485000.0,555158.5,588528.0,38.0,164.0,Roxbury
2018,South Boston,847500.0,725000.0,1028408.0,879759.0,88.0,788.0,South Boston
2018,South Boston Waterfront,,1901997.5,,2307999.5,0.0,212.0,South Boston Waterfront
2018,South End,2700000.0,1050000.0,3276344.0,1274134.0,35.0,629.0,South End
2018,West End,,720123.0,,873841.0,0.0,103.0,West End
2018,West Roxbury,580000.0,389000.0,703807.0,472036.0,283.0,109.0,West Roxbury
2019,Allston,781000.0,448000.0,930663.5,533851.0,20.0,69.0,Allston
2019,Back Bay,5727617.5,1599000.0,6825205.5,1905418.0,6.0,445.0,Back Bay
2019,Beacon Hill,2728750.0,910000.0,3251662.5,1084384.0,24.0,179.0,Beacon Hill
2019,Brighton,749000.0,472750.0,892531.0,563343.5,43.0,266.0,Brighton
2019,Charlestown,1175000.0,710000.0,1400166.0,846058.0,76.0,347.0,Charlestown
2019,Chinatown,,2000000.0,,2383262.0,0.0,23.0,Chinatown
2019,Dorchester,545000.0,480000.0,649439.0,571983.0,183.0,589.0,Dorchester
2019,Downtown,,1207500.0,,1438894.0,0.0,246.0,Downtown
